Perturbation	Synergies	Non-synergies
[PD_05]-[PD_17]	11	138
[PD_05]-[PD_18]	42	107
[PD_05]-[PD_19]	0	129
[PD_05]-[PD_20]	0	138
[PD_05]-[PD_21]	0	138
[PD_06]-[PD_07]	57	40
[PD_06]-[PD_08]	0	143
[PD_06]-[PD_09]	0	143
[PD_06]-[PD_10]	43	100
[PD_06]-[PD_11]	3	3
[PD_06]-[PD_12]	45	98
[PD_06]-[PD_13]	58	85
[PD_06]-[PD_14]	7	136
[PD_06]-[PD_15]	35	108
[PD_06]-[PD_16]	42	99
[PD_06]-[PD_17]	16	127
[PD_06]-[PD_18]	14	129
[PD_06]-[PD_19]	0	115
[PD_06]-[PD_20]	89	42
[PD_06]-[PD_21]	89	42
[PD_07]-[PD_08]	33	70
[PD_07]-[PD_09]	39	64
[PD_07]-[PD_10]	56	47
[PD_07]-[PD_11]	0	6
[PD_07]-[PD_12]	51	52
[PD_07]-[PD_13]	55	48
[PD_07]-[PD_14]	6	97
[PD_07]-[PD_15]	35	68
[PD_07]-[PD_16]	70	33
[PD_07]-[PD_17]	0	103
[PD_07]-[PD_18]	44	59
[PD_07]-[PD_19]	0	86
[PD_07]-[PD_20]	0	103
[PD_07]-[PD_21]	0	103
[PD_08]-[PD_09]	0	150
[PD_08]-[PD_10]	25	125
[PD_08]-[PD_11]	0	6
[PD_08]-[PD_12]	32	118
[PD_08]-[PD_13]	28	122
[PD_08]-[PD_14]	4	146
[PD_08]-[PD_15]	22	128
[PD_08]-[PD_16]	27	123
[PD_08]-[PD_17]	9	141
[PD_08]-[PD_18]	13	137
[PD_08]-[PD_19]	0	129
[PD_08]-[PD_20]	49	89
[PD_08]-[PD_21]	49	89
[PD_09]-[PD_10]	0	150
[PD_09]-[PD_11]	0	6
[PD_09]-[PD_12]	7	143
[PD_09]-[PD_13]	5	145
[PD_09]-[PD_14]	0	150
[PD_09]-[PD_15]	4	146
[PD_09]-[PD_16]	0	150
[PD_09]-[PD_17]	0	150
[PD_09]-[PD_18]	0	150
[PD_09]-[PD_19]	0	129
[PD_09]-[PD_20]	44	94
[PD_09]-[PD_21]	44	94
[PD_10]-[PD_11]	0	6
[PD_10]-[PD_12]	31	119
[PD_10]-[PD_13]	142	8
[PD_10]-[PD_14]	0	150
[PD_10]-[PD_15]	80	70
[PD_10]-[PD_16]	0	150
[PD_10]-[PD_17]	13	137
[PD_10]-[PD_18]	0	150
[PD_10]-[PD_19]	3	126
[PD_10]-[PD_20]	78	60
[PD_10]-[PD_21]	78	60
[PD_11]-[PD_12]	3	3
[PD_11]-[PD_13]	1	5
[PD_11]-[PD_14]	0	6
[PD_11]-[PD_15]	1	5
[PD_11]-[PD_16]	0	6
[PD_11]-[PD_17]	0	6
[PD_11]-[PD_18]	0	6
[PD_11]-[PD_19]	0	6
[PD_11]-[PD_20]	0	6
[PD_11]-[PD_21]	0	6
[PD_12]-[PD_13]	25	125
[PD_12]-[PD_14]	0	150
[PD_12]-[PD_15]	19	131
[PD_12]-[PD_16]	31	119
[PD_12]-[PD_17]	2	148
[PD_12]-[PD_18]	0	150
[PD_12]-[PD_19]	7	122
[PD_12]-[PD_20]	49	89
[PD_12]-[PD_21]	49	89
[PD_13]-[PD_14]	0	150
[PD_13]-[PD_15]	0	150
[PD_13]-[PD_16]	143	7
[PD_13]-[PD_17]	5	145
[PD_13]-[PD_18]	0	150
[PD_13]-[PD_19]	6	123
[PD_13]-[PD_20]	65	73
[PD_13]-[PD_21]	65	73
[PD_14]-[PD_15]	0	150
[PD_14]-[PD_16]	0	149
[PD_14]-[PD_17]	2	148
[PD_14]-[PD_18]	0	150
[PD_14]-[PD_19]	0	129
[PD_14]-[PD_20]	6	132
[PD_14]-[PD_21]	6	132
[PD_15]-[PD_16]	81	69
[PD_15]-[PD_17]	8	142
[PD_15]-[PD_18]	0	150
[PD_15]-[PD_19]	3	126
[PD_15]-[PD_20]	40	98
[PD_15]-[PD_21]	40	98
[PD_16]-[PD_17]	13	137
[PD_16]-[PD_18]	0	150
[PD_16]-[PD_19]	1	128
[PD_16]-[PD_20]	84	54
[PD_16]-[PD_21]	84	54
[PD_17]-[PD_18]	9	141
[PD_17]-[PD_19]	3	126
[PD_17]-[PD_20]	16	122
[PD_17]-[PD_21]	16	122
[PD_18]-[PD_19]	1	128
[PD_18]-[PD_20]	44	94
[PD_18]-[PD_21]	44	94
[PD_19]-[PD_20]	4	112
[PD_19]-[PD_21]	4	112
[PD_20]-[PD_21]	0	138
