Perturbation	Synergies	Non-synergies
[PD_05]-[PD_10]	64	82
[PD_05]-[PD_11]	18	20
[PD_05]-[PD_12]	68	78
[PD_05]-[PD_13]	68	78
[PD_05]-[PD_14]	5	141
[PD_05]-[PD_15]	41	105
[PD_05]-[PD_16]	79	67
[PD_05]-[PD_17]	10	136
[PD_05]-[PD_18]	41	105
[PD_05]-[PD_19]	2	123
[PD_05]-[PD_20]	0	133
[PD_05]-[PD_21]	0	133
[PD_06]-[PD_07]	64	46
[PD_06]-[PD_08]	0	149
[PD_06]-[PD_09]	0	149
[PD_06]-[PD_10]	27	120
[PD_06]-[PD_11]	7	37
[PD_06]-[PD_12]	34	115
[PD_06]-[PD_13]	43	104
[PD_06]-[PD_14]	1	146
[PD_06]-[PD_15]	30	119
[PD_06]-[PD_16]	28	119
[PD_06]-[PD_17]	10	139
[PD_06]-[PD_18]	6	143
[PD_06]-[PD_19]	0	114
[PD_06]-[PD_20]	87	45
[PD_06]-[PD_21]	87	45
[PD_07]-[PD_08]	44	68
[PD_07]-[PD_09]	32	80
[PD_07]-[PD_10]	53	59
[PD_07]-[PD_11]	0	38
[PD_07]-[PD_12]	65	47
[PD_07]-[PD_13]	67	45
[PD_07]-[PD_14]	5	107
[PD_07]-[PD_15]	30	82
[PD_07]-[PD_16]	73	39
[PD_07]-[PD_17]	0	112
[PD_07]-[PD_18]	43	69
[PD_07]-[PD_19]	0	95
[PD_07]-[PD_20]	0	112
[PD_07]-[PD_21]	0	112
[PD_08]-[PD_09]	0	150
[PD_08]-[PD_10]	21	129
[PD_08]-[PD_11]	10	34
[PD_08]-[PD_12]	29	121
[PD_08]-[PD_13]	20	130
[PD_08]-[PD_14]	1	149
[PD_08]-[PD_15]	21	129
[PD_08]-[PD_16]	22	128
[PD_08]-[PD_17]	10	140
[PD_08]-[PD_18]	5	145
[PD_08]-[PD_19]	3	125
[PD_08]-[PD_20]	50	83
[PD_08]-[PD_21]	50	83
[PD_09]-[PD_10]	0	150
[PD_09]-[PD_11]	0	44
[PD_09]-[PD_12]	12	138
[PD_09]-[PD_13]	9	141
[PD_09]-[PD_14]	0	150
[PD_09]-[PD_15]	5	145
[PD_09]-[PD_16]	0	150
[PD_09]-[PD_17]	0	150
[PD_09]-[PD_18]	2	148
[PD_09]-[PD_19]	0	128
[PD_09]-[PD_20]	33	100
[PD_09]-[PD_21]	33	100
[PD_10]-[PD_11]	0	45
[PD_10]-[PD_12]	45	105
[PD_10]-[PD_13]	139	11
[PD_10]-[PD_14]	0	150
[PD_10]-[PD_15]	65	85
[PD_10]-[PD_16]	0	150
[PD_10]-[PD_17]	7	143
[PD_10]-[PD_18]	6	144
[PD_10]-[PD_19]	3	126
[PD_10]-[PD_20]	65	68
[PD_10]-[PD_21]	65	68
[PD_11]-[PD_12]	9	36
[PD_11]-[PD_13]	8	37
[PD_11]-[PD_14]	0	45
[PD_11]-[PD_15]	3	42
[PD_11]-[PD_16]	0	45
[PD_11]-[PD_17]	0	45
[PD_11]-[PD_18]	5	40
[PD_11]-[PD_19]	0	45
[PD_11]-[PD_20]	17	21
[PD_11]-[PD_21]	17	21
[PD_12]-[PD_13]	34	116
[PD_12]-[PD_14]	0	150
[PD_12]-[PD_15]	27	123
[PD_12]-[PD_16]	45	105
[PD_12]-[PD_17]	0	150
[PD_12]-[PD_18]	0	150
[PD_12]-[PD_19]	4	125
[PD_12]-[PD_20]	71	62
[PD_12]-[PD_21]	71	62
[PD_13]-[PD_14]	0	150
[PD_13]-[PD_15]	0	150
[PD_13]-[PD_16]	139	11
[PD_13]-[PD_17]	5	145
[PD_13]-[PD_18]	6	144
[PD_13]-[PD_19]	5	124
[PD_13]-[PD_20]	66	67
[PD_13]-[PD_21]	66	67
[PD_14]-[PD_15]	0	150
[PD_14]-[PD_16]	1	149
[PD_14]-[PD_17]	1	149
[PD_14]-[PD_18]	0	150
[PD_14]-[PD_19]	0	129
[PD_14]-[PD_20]	6	127
[PD_14]-[PD_21]	6	127
[PD_15]-[PD_16]	65	85
[PD_15]-[PD_17]	8	142
[PD_15]-[PD_18]	4	146
[PD_15]-[PD_19]	3	126
[PD_15]-[PD_20]	33	100
[PD_15]-[PD_21]	33	100
[PD_16]-[PD_17]	6	144
[PD_16]-[PD_18]	6	144
[PD_16]-[PD_19]	2	127
[PD_16]-[PD_20]	80	53
[PD_16]-[PD_21]	80	53
[PD_17]-[PD_18]	9	141
[PD_17]-[PD_19]	1	128
[PD_17]-[PD_20]	18	115
[PD_17]-[PD_21]	18	115
[PD_18]-[PD_19]	1	128
[PD_18]-[PD_20]	47	86
[PD_18]-[PD_21]	47	86
[PD_19]-[PD_20]	7	104
[PD_19]-[PD_21]	7	104
[PD_20]-[PD_21]	0	133
