Perturbation	Synergies	Non-synergies
[PD_06]-[PD_17]	20	127
[PD_06]-[PD_18]	11	136
[PD_06]-[PD_19]	0	124
[PD_06]-[PD_20]	96	36
[PD_06]-[PD_21]	96	36
[PD_07]-[PD_08]	40	59
[PD_07]-[PD_09]	38	58
[PD_07]-[PD_10]	51	48
[PD_07]-[PD_11]	0	0
[PD_07]-[PD_12]	60	39
[PD_07]-[PD_13]	57	42
[PD_07]-[PD_14]	5	94
[PD_07]-[PD_15]	38	61
[PD_07]-[PD_16]	66	33
[PD_07]-[PD_17]	0	99
[PD_07]-[PD_18]	48	51
[PD_07]-[PD_19]	0	82
[PD_07]-[PD_20]	0	99
[PD_07]-[PD_21]	0	99
[PD_08]-[PD_09]	0	150
[PD_08]-[PD_10]	28	122
[PD_08]-[PD_11]	0	0
[PD_08]-[PD_12]	20	130
[PD_08]-[PD_13]	26	124
[PD_08]-[PD_14]	0	150
[PD_08]-[PD_15]	21	129
[PD_08]-[PD_16]	26	124
[PD_08]-[PD_17]	21	129
[PD_08]-[PD_18]	12	138
[PD_08]-[PD_19]	0	133
[PD_08]-[PD_20]	62	73
[PD_08]-[PD_21]	62	73
[PD_09]-[PD_10]	0	150
[PD_09]-[PD_11]	0	0
[PD_09]-[PD_12]	3	147
[PD_09]-[PD_13]	8	142
[PD_09]-[PD_14]	0	150
[PD_09]-[PD_15]	2	148
[PD_09]-[PD_16]	0	150
[PD_09]-[PD_17]	3	147
[PD_09]-[PD_18]	0	150
[PD_09]-[PD_19]	0	133
[PD_09]-[PD_20]	44	91
[PD_09]-[PD_21]	44	91
[PD_10]-[PD_11]	0	0
[PD_10]-[PD_12]	29	121
[PD_10]-[PD_13]	147	3
[PD_10]-[PD_14]	1	149
[PD_10]-[PD_15]	89	61
[PD_10]-[PD_16]	0	150
[PD_10]-[PD_17]	16	134
[PD_10]-[PD_18]	4	146
[PD_10]-[PD_19]	5	128
[PD_10]-[PD_20]	75	60
[PD_10]-[PD_21]	75	60
[PD_11]-[PD_12]	0	0
[PD_11]-[PD_13]	0	0
[PD_11]-[PD_14]	0	0
[PD_11]-[PD_15]	0	0
[PD_11]-[PD_16]	0	0
[PD_11]-[PD_17]	0	0
[PD_11]-[PD_18]	0	0
[PD_11]-[PD_19]	0	0
[PD_11]-[PD_20]	0	0
[PD_11]-[PD_21]	0	0
[PD_12]-[PD_13]	19	131
[PD_12]-[PD_14]	0	150
[PD_12]-[PD_15]	20	130
[PD_12]-[PD_16]	26	124
[PD_12]-[PD_17]	0	150
[PD_12]-[PD_18]	3	147
[PD_12]-[PD_19]	4	129
[PD_12]-[PD_20]	65	70
[PD_12]-[PD_21]	65	70
[PD_13]-[PD_14]	1	149
[PD_13]-[PD_15]	0	150
[PD_13]-[PD_16]	147	3
[PD_13]-[PD_17]	4	146
[PD_13]-[PD_18]	1	149
[PD_13]-[PD_19]	4	129
[PD_13]-[PD_20]	69	66
[PD_13]-[PD_21]	69	66
[PD_14]-[PD_15]	3	147
[PD_14]-[PD_16]	1	149
[PD_14]-[PD_17]	3	147
[PD_14]-[PD_18]	0	150
[PD_14]-[PD_19]	0	133
[PD_14]-[PD_20]	7	128
[PD_14]-[PD_21]	7	128
[PD_15]-[PD_16]	89	61
[PD_15]-[PD_17]	10	140
[PD_15]-[PD_18]	3	147
[PD_15]-[PD_19]	1	132
[PD_15]-[PD_20]	41	94
[PD_15]-[PD_21]	41	94
[PD_16]-[PD_17]	15	135
[PD_16]-[PD_18]	4	146
[PD_16]-[PD_19]	3	130
[PD_16]-[PD_20]	79	56
[PD_16]-[PD_21]	79	56
[PD_17]-[PD_18]	6	144
[PD_17]-[PD_19]	3	130
[PD_17]-[PD_20]	15	120
[PD_17]-[PD_21]	15	120
[PD_18]-[PD_19]	1	132
[PD_18]-[PD_20]	54	81
[PD_18]-[PD_21]	54	81
[PD_19]-[PD_20]	4	113
[PD_19]-[PD_21]	4	113
[PD_20]-[PD_21]	0	135
