,drug_combination,cell_line,synergy
1162,AZD7762 + MK-1775,SKCO1,1.0
1163,Lapatinib + Crizotinib,SKCO1,1.0
1164,Lapatinib + Dabrafenib,SKCO1,0.0
1165,Lapatinib + LGK974,SKCO1,0.0
1166,Lapatinib + Linsitinib,SKCO1,1.0
1167,Lapatinib + MK-2206,SKCO1,1.0
1168,Lapatinib + Navitoclax,SKCO1,1.0
1169,Lapatinib + PD173074,SKCO1,1.0
1170,Lapatinib + Palbociclib,SKCO1,1.0
1171,Lapatinib + Pictilisib,SKCO1,1.0
1172,Lapatinib + Taselisib,SKCO1,1.0
1173,Lapatinib + Trametinib,SKCO1,1.0
1174,MK-1775 + Cisplatin,SKCO1,0.0
1175,MK-1775 + Nutlin-3a (-),SKCO1,0.0
1176,MK-1775 + Pictilisib,SKCO1,0.0
1177,MK-2206 + OSI-027,SKCO1,0.0
1178,Navitoclax + Afatinib,SKCO1,1.0
1179,Navitoclax + Axitinib,SKCO1,1.0
1180,Navitoclax + Taselisib,SKCO1,1.0
1181,Navitoclax + Trametinib,SKCO1,1.0
1182,Nilotinib + Trametinib,SKCO1,1.0
1183,Olaparib + MK-1775,SKCO1,0.0
1184,Taselisib + Afatinib,SKCO1,1.0
1185,Taselisib + LGK974,SKCO1,0.0
1186,Taselisib + Linsitinib,SKCO1,0.0
1187,Taselisib + MK-2206,SKCO1,0.0
1188,Taselisib + Navitoclax,SKCO1,1.0
1189,Taselisib + OSI-027,SKCO1,0.0
1190,Taselisib + Olaparib,SKCO1,0.0
1191,Taselisib + Palbociclib,SKCO1,1.0
1192,Taselisib + Sapitinib,SKCO1,1.0
1193,Taselisib + Trametinib,SKCO1,1.0
1194,Trametinib + Afatinib,SKCO1,1.0
1195,Trametinib + LGK974,SKCO1,1.0
1196,Trametinib + Linsitinib,SKCO1,1.0
1197,Trametinib + MK-2206,SKCO1,1.0
1198,Trametinib + Navitoclax,SKCO1,1.0
1199,Trametinib + Olaparib,SKCO1,0.0
1200,Trametinib + Palbociclib,SKCO1,1.0
1201,Trametinib + Pictilisib,SKCO1,1.0
1202,Trametinib + SCH772984,SKCO1,0.0
1203,Trametinib + Taselisib,SKCO1,1.0
1204,AZD7762 + Cisplatin,SNU175,0.0
1205,AZD7762 + MK-1775,SNU175,1.0
1206,Lapatinib + Crizotinib,SNU175,1.0
1207,Lapatinib + Dabrafenib,SNU175,0.0
1208,Lapatinib + LGK974,SNU175,0.0
1209,Lapatinib + Linsitinib,SNU175,1.0
1210,Lapatinib + MK-2206,SNU175,1.0
1211,Lapatinib + Navitoclax,SNU175,1.0
1212,Lapatinib + PD173074,SNU175,1.0
1213,Lapatinib + Palbociclib,SNU175,0.0
1214,Lapatinib + Pictilisib,SNU175,0.0
1215,Lapatinib + Taselisib,SNU175,0.0
1216,Lapatinib + Trametinib,SNU175,0.0
1217,MK-1775 + Cisplatin,SNU175,1.0
1218,MK-1775 + Nutlin-3a (-),SNU175,0.0
1219,MK-1775 + Pictilisib,SNU175,1.0
1220,MK-2206 + OSI-027,SNU175,1.0
1221,Navitoclax + Afatinib,SNU175,1.0
1222,Navitoclax + Axitinib,SNU175,1.0
1223,Navitoclax + Taselisib,SNU175,1.0
1224,Navitoclax + Trametinib,SNU175,1.0
1225,Nilotinib + Trametinib,SNU175,0.0
1226,Olaparib + MK-1775,SNU175,0.0
1227,Taselisib + Afatinib,SNU175,0.0
1228,Taselisib + LGK974,SNU175,1.0
1229,Taselisib + Linsitinib,SNU175,0.0
1230,Taselisib + MK-2206,SNU175,0.0
1231,Taselisib + Navitoclax,SNU175,1.0
1232,Taselisib + OSI-027,SNU175,1.0
1233,Taselisib + Olaparib,SNU175,0.0
1234,Taselisib + Palbociclib,SNU175,0.0
1235,Taselisib + Sapitinib,SNU175,0.0
1236,Taselisib + Trametinib,SNU175,1.0
1237,Trametinib + Afatinib,SNU175,0.0
1238,Trametinib + LGK974,SNU175,0.0
1239,Trametinib + Linsitinib,SNU175,1.0
1240,Trametinib + MK-2206,SNU175,0.0
1241,Trametinib + Navitoclax,SNU175,1.0
1242,Trametinib + Olaparib,SNU175,1.0
1243,Trametinib + Palbociclib,SNU175,0.0
1244,Trametinib + Pictilisib,SNU175,1.0
1245,Trametinib + SCH772984,SNU175,0.0
1246,Trametinib + Taselisib,SNU175,0.0
1247,AZD7762 + Cisplatin,SNU407,1.0
1248,AZD7762 + MK-1775,SNU407,1.0
1249,Lapatinib + Crizotinib,SNU407,1.0
1250,Lapatinib + Dabrafenib,SNU407,
1251,Lapatinib + LGK974,SNU407,
1252,Lapatinib + Linsitinib,SNU407,1.0
1253,Lapatinib + MK-2206,SNU407,1.0
1254,Lapatinib + Navitoclax,SNU407,1.0
1255,Lapatinib + PD173074,SNU407,1.0
1256,Lapatinib + Palbociclib,SNU407,1.0
1257,Lapatinib + Pictilisib,SNU407,1.0
1258,Lapatinib + Taselisib,SNU407,1.0
1259,Lapatinib + Trametinib,SNU407,1.0
1260,MK-1775 + Cisplatin,SNU407,1.0
1261,MK-1775 + Nutlin-3a (-),SNU407,
1262,MK-1775 + Pictilisib,SNU407,1.0
1263,MK-2206 + OSI-027,SNU407,1.0
1264,Navitoclax + Afatinib,SNU407,0.0
1265,Navitoclax + Axitinib,SNU407,1.0
1266,Navitoclax + Taselisib,SNU407,1.0
1267,Navitoclax + Trametinib,SNU407,0.0
1268,Nilotinib + Trametinib,SNU407,1.0
1269,Olaparib + MK-1775,SNU407,
1270,Taselisib + Afatinib,SNU407,1.0
1271,Taselisib + LGK974,SNU407,
1272,Taselisib + Linsitinib,SNU407,1.0
1273,Taselisib + MK-2206,SNU407,0.0
1274,Taselisib + Navitoclax,SNU407,1.0
1275,Taselisib + OSI-027,SNU407,1.0
1276,Taselisib + Olaparib,SNU407,1.0
1277,Taselisib + Palbociclib,SNU407,1.0
1278,Taselisib + Sapitinib,SNU407,1.0
1279,Taselisib + Trametinib,SNU407,1.0
1280,Trametinib + Afatinib,SNU407,1.0
1281,Trametinib + LGK974,SNU407,
1282,Trametinib + Linsitinib,SNU407,1.0
1283,Trametinib + MK-2206,SNU407,1.0
1284,Trametinib + Navitoclax,SNU407,1.0
1285,Trametinib + Olaparib,SNU407,1.0
1286,Trametinib + Palbociclib,SNU407,
1287,Trametinib + Pictilisib,SNU407,1.0
1288,Trametinib + SCH772984,SNU407,
1289,Trametinib + Taselisib,SNU407,1.0
1290,AZD7762 + Cisplatin,SNU61,1.0
1291,AZD7762 + MK-1775,SNU61,1.0
1292,Lapatinib + Crizotinib,SNU61,1.0
1293,Lapatinib + Dabrafenib,SNU61,
1294,Lapatinib + LGK974,SNU61,
1295,Lapatinib + Linsitinib,SNU61,0.0
1296,Lapatinib + MK-2206,SNU61,1.0
1297,Lapatinib + Navitoclax,SNU61,0.0
1298,Lapatinib + PD173074,SNU61,1.0
1299,Lapatinib + Palbociclib,SNU61,1.0
1300,Lapatinib + Pictilisib,SNU61,1.0
1301,Lapatinib + Taselisib,SNU61,0.0
1302,Lapatinib + Trametinib,SNU61,1.0
1303,MK-1775 + Cisplatin,SNU61,1.0
1304,MK-1775 + Nutlin-3a (-),SNU61,
1305,MK-1775 + Pictilisib,SNU61,1.0
1306,MK-2206 + OSI-027,SNU61,0.0
1307,Navitoclax + Afatinib,SNU61,1.0
1308,Navitoclax + Axitinib,SNU61,1.0
1309,Navitoclax + Taselisib,SNU61,1.0
1310,Navitoclax + Trametinib,SNU61,1.0
1311,Nilotinib + Trametinib,SNU61,1.0
1312,Olaparib + MK-1775,SNU61,
1313,Taselisib + Afatinib,SNU61,1.0
1314,Taselisib + LGK974,SNU61,
1315,Taselisib + Linsitinib,SNU61,0.0
1316,Taselisib + MK-2206,SNU61,0.0
1317,Taselisib + Navitoclax,SNU61,1.0
1318,Taselisib + OSI-027,SNU61,1.0
1319,Taselisib + Olaparib,SNU61,0.0
1320,Taselisib + Palbociclib,SNU61,1.0
1321,Taselisib + Sapitinib,SNU61,0.0
1322,Taselisib + Trametinib,SNU61,1.0
1323,Trametinib + Afatinib,SNU61,1.0
1324,Trametinib + LGK974,SNU61,
1325,Trametinib + Linsitinib,SNU61,0.0
1326,Trametinib + MK-2206,SNU61,1.0
1327,Trametinib + Navitoclax,SNU61,1.0
1328,Trametinib + Olaparib,SNU61,1.0
1329,Trametinib + Palbociclib,SNU61,
1330,Trametinib + Pictilisib,SNU61,1.0
1331,Trametinib + SCH772984,SNU61,
1332,Trametinib + Taselisib,SNU61,1.0
1333,AZD7762 + Cisplatin,SNUC1,1.0
1334,AZD7762 + MK-1775,SNUC1,1.0
1335,Lapatinib + Crizotinib,SNUC1,1.0
1336,Lapatinib + Dabrafenib,SNUC1,0.0
1337,Lapatinib + LGK974,SNUC1,0.0
1338,Lapatinib + Linsitinib,SNUC1,1.0
1339,Lapatinib + MK-2206,SNUC1,1.0
1340,Lapatinib + Navitoclax,SNUC1,1.0
1341,Lapatinib + PD173074,SNUC1,1.0
1342,Lapatinib + Palbociclib,SNUC1,1.0
1343,Lapatinib + Pictilisib,SNUC1,1.0
1344,Lapatinib + Taselisib,SNUC1,1.0
1345,Lapatinib + Trametinib,SNUC1,1.0
1346,MK-1775 + Cisplatin,SNUC1,1.0
1347,MK-1775 + Nutlin-3a (-),SNUC1,1.0
1348,MK-1775 + Pictilisib,SNUC1,1.0
1349,MK-2206 + OSI-027,SNUC1,1.0
1350,Navitoclax + Afatinib,SNUC1,0.0
1351,Navitoclax + Axitinib,SNUC1,0.0
1352,Navitoclax + Taselisib,SNUC1,1.0
1353,Navitoclax + Trametinib,SNUC1,
1354,Nilotinib + Trametinib,SNUC1,0.0
1355,Olaparib + MK-1775,SNUC1,0.0
1356,Taselisib + Afatinib,SNUC1,1.0
1357,Taselisib + LGK974,SNUC1,1.0
1358,Taselisib + Linsitinib,SNUC1,1.0
1359,Taselisib + MK-2206,SNUC1,1.0
1360,Taselisib + Navitoclax,SNUC1,1.0
1361,Taselisib + OSI-027,SNUC1,1.0
1362,Taselisib + Olaparib,SNUC1,0.0
1363,Taselisib + Palbociclib,SNUC1,1.0
1364,Taselisib + Sapitinib,SNUC1,1.0
1365,Taselisib + Trametinib,SNUC1,1.0
1366,Trametinib + Afatinib,SNUC1,0.0
1367,Trametinib + LGK974,SNUC1,0.0
1368,Trametinib + Linsitinib,SNUC1,1.0
1369,Trametinib + MK-2206,SNUC1,1.0
1370,Trametinib + Navitoclax,SNUC1,1.0
1371,Trametinib + Olaparib,SNUC1,1.0
1372,Trametinib + Palbociclib,SNUC1,1.0
1373,Trametinib + Pictilisib,SNUC1,1.0
1374,Trametinib + SCH772984,SNUC1,0.0
1375,Trametinib + Taselisib,SNUC1,1.0
1376,AZD7762 + Cisplatin,SNUC2B,1.0
1377,AZD7762 + MK-1775,SNUC2B,1.0
1378,Lapatinib + Crizotinib,SNUC2B,1.0
1379,Lapatinib + Dabrafenib,SNUC2B,1.0
1380,Lapatinib + LGK974,SNUC2B,0.0
1381,Lapatinib + Linsitinib,SNUC2B,1.0
1382,Lapatinib + MK-2206,SNUC2B,1.0
1383,Lapatinib + Navitoclax,SNUC2B,1.0
1384,Lapatinib + PD173074,SNUC2B,1.0
1385,Lapatinib + Palbociclib,SNUC2B,0.0
1386,Lapatinib + Pictilisib,SNUC2B,0.0
1387,Lapatinib + Taselisib,SNUC2B,0.0
1388,Lapatinib + Trametinib,SNUC2B,0.0
1389,MK-1775 + Cisplatin,SNUC2B,1.0
1390,MK-1775 + Nutlin-3a (-),SNUC2B,1.0
1391,MK-1775 + Pictilisib,SNUC2B,0.0
1392,MK-2206 + OSI-027,SNUC2B,1.0
1393,Navitoclax + Afatinib,SNUC2B,1.0
1394,Navitoclax + Axitinib,SNUC2B,1.0
1395,Navitoclax + Taselisib,SNUC2B,1.0
1396,Navitoclax + Trametinib,SNUC2B,0.0
1397,Nilotinib + Trametinib,SNUC2B,0.0
1398,Olaparib + MK-1775,SNUC2B,0.0
1399,Taselisib + Afatinib,SNUC2B,1.0
1400,Taselisib + LGK974,SNUC2B,1.0
1401,Taselisib + Linsitinib,SNUC2B,0.0
1402,Taselisib + MK-2206,SNUC2B,0.0
1403,Taselisib + Navitoclax,SNUC2B,1.0
1404,Taselisib + OSI-027,SNUC2B,1.0
1405,Taselisib + Olaparib,SNUC2B,0.0
1406,Taselisib + Palbociclib,SNUC2B,0.0
1407,Taselisib + Sapitinib,SNUC2B,0.0
1408,Taselisib + Trametinib,SNUC2B,1.0
1409,Trametinib + Afatinib,SNUC2B,0.0
1410,Trametinib + LGK974,SNUC2B,0.0
1411,Trametinib + Linsitinib,SNUC2B,0.0
1412,Trametinib + MK-2206,SNUC2B,1.0
1413,Trametinib + Navitoclax,SNUC2B,1.0
1414,Trametinib + Olaparib,SNUC2B,0.0
1415,Trametinib + Palbociclib,SNUC2B,0.0
1416,Trametinib + Pictilisib,SNUC2B,1.0
1417,Trametinib + SCH772984,SNUC2B,0.0
1418,Trametinib + Taselisib,SNUC2B,1.0
1419,AZD7762 + Cisplatin,SNUC5,1.0
1420,AZD7762 + MK-1775,SNUC5,1.0
1421,Lapatinib + Crizotinib,SNUC5,1.0
1422,Lapatinib + Dabrafenib,SNUC5,1.0
1423,Lapatinib + LGK974,SNUC5,0.0
1424,Lapatinib + Linsitinib,SNUC5,1.0
1425,Lapatinib + MK-2206,SNUC5,1.0
1426,Lapatinib + Navitoclax,SNUC5,1.0
1427,Lapatinib + PD173074,SNUC5,1.0
1428,Lapatinib + Palbociclib,SNUC5,1.0
1429,Lapatinib + Pictilisib,SNUC5,0.0
1430,Lapatinib + Taselisib,SNUC5,1.0
1431,Lapatinib + Trametinib,SNUC5,1.0
1432,MK-1775 + Cisplatin,SNUC5,1.0
1433,MK-1775 + Nutlin-3a (-),SNUC5,1.0
1434,MK-1775 + Pictilisib,SNUC5,1.0
1435,MK-2206 + OSI-027,SNUC5,1.0
1436,Navitoclax + Afatinib,SNUC5,0.0
1437,Navitoclax + Axitinib,SNUC5,1.0
1438,Navitoclax + Taselisib,SNUC5,1.0
1439,Navitoclax + Trametinib,SNUC5,0.0
1440,Nilotinib + Trametinib,SNUC5,0.0
1441,Olaparib + MK-1775,SNUC5,0.0
1442,Taselisib + Afatinib,SNUC5,0.0
1443,Taselisib + LGK974,SNUC5,1.0
1444,Taselisib + Linsitinib,SNUC5,1.0
1445,Taselisib + MK-2206,SNUC5,0.0
1446,Taselisib + Navitoclax,SNUC5,1.0
1447,Taselisib + OSI-027,SNUC5,1.0
1448,Taselisib + Olaparib,SNUC5,1.0
1449,Taselisib + Palbociclib,SNUC5,1.0
1450,Taselisib + Sapitinib,SNUC5,1.0
1451,Taselisib + Trametinib,SNUC5,1.0
1452,Trametinib + Afatinib,SNUC5,1.0
1453,Trametinib + LGK974,SNUC5,0.0
1454,Trametinib + Linsitinib,SNUC5,0.0
1455,Trametinib + MK-2206,SNUC5,1.0
1456,Trametinib + Navitoclax,SNUC5,1.0
1457,Trametinib + Olaparib,SNUC5,1.0
1458,Trametinib + Palbociclib,SNUC5,0.0
1459,Trametinib + Pictilisib,SNUC5,1.0
1460,Trametinib + SCH772984,SNUC5,0.0
1461,Trametinib + Taselisib,SNUC5,1.0
1462,AZD7762 + Cisplatin,SW1116,1.0
1463,AZD7762 + MK-1775,SW1116,1.0
1464,Lapatinib + Crizotinib,SW1116,1.0
1465,Lapatinib + Dabrafenib,SW1116,1.0
1466,Lapatinib + LGK974,SW1116,0.0
1467,Lapatinib + Linsitinib,SW1116,1.0
1468,Lapatinib + MK-2206,SW1116,1.0
1469,Lapatinib + Navitoclax,SW1116,1.0
1470,Lapatinib + PD173074,SW1116,1.0
1471,Lapatinib + Palbociclib,SW1116,1.0
1472,Lapatinib + Pictilisib,SW1116,0.0
1473,Lapatinib + Taselisib,SW1116,1.0
1474,Lapatinib + Trametinib,SW1116,1.0
1475,MK-1775 + Cisplatin,SW1116,1.0
1476,MK-1775 + Nutlin-3a (-),SW1116,1.0
1477,MK-1775 + Pictilisib,SW1116,1.0
1478,MK-2206 + OSI-027,SW1116,1.0
1479,Navitoclax + Afatinib,SW1116,1.0
1480,Navitoclax + Axitinib,SW1116,1.0
1481,Navitoclax + Taselisib,SW1116,1.0
1482,Navitoclax + Trametinib,SW1116,1.0
1483,Nilotinib + Trametinib,SW1116,1.0
1484,Olaparib + MK-1775,SW1116,0.0
1485,Taselisib + Afatinib,SW1116,1.0
1486,Taselisib + LGK974,SW1116,0.0
1487,Taselisib + Linsitinib,SW1116,0.0
1488,Taselisib + MK-2206,SW1116,0.0
1489,Taselisib + Navitoclax,SW1116,1.0
1490,Taselisib + OSI-027,SW1116,1.0
1491,Taselisib + Olaparib,SW1116,1.0
1492,Taselisib + Palbociclib,SW1116,1.0
1493,Taselisib + Sapitinib,SW1116,1.0
1494,Taselisib + Trametinib,SW1116,1.0
1495,Trametinib + Afatinib,SW1116,1.0
1496,Trametinib + LGK974,SW1116,0.0
1497,Trametinib + Linsitinib,SW1116,1.0
1498,Trametinib + MK-2206,SW1116,1.0
1499,Trametinib + Navitoclax,SW1116,1.0
1500,Trametinib + Olaparib,SW1116,1.0
1501,Trametinib + Palbociclib,SW1116,1.0
1502,Trametinib + Pictilisib,SW1116,1.0
1503,Trametinib + SCH772984,SW1116,1.0
1504,Trametinib + Taselisib,SW1116,1.0
1505,AZD7762 + Cisplatin,SW1417,1.0
1506,AZD7762 + MK-1775,SW1417,0.0
1507,Lapatinib + Crizotinib,SW1417,1.0
1508,Lapatinib + Dabrafenib,SW1417,1.0
1509,Lapatinib + LGK974,SW1417,0.0
1510,Lapatinib + Linsitinib,SW1417,1.0
1511,Lapatinib + MK-2206,SW1417,1.0
1512,Lapatinib + Navitoclax,SW1417,
1513,Lapatinib + PD173074,SW1417,1.0
1514,Lapatinib + Palbociclib,SW1417,0.0
1515,Lapatinib + Pictilisib,SW1417,1.0
1516,Lapatinib + Taselisib,SW1417,0.0
1517,Lapatinib + Trametinib,SW1417,1.0
1518,MK-1775 + Cisplatin,SW1417,1.0
1519,MK-1775 + Nutlin-3a (-),SW1417,1.0
1520,MK-1775 + Pictilisib,SW1417,1.0
1521,MK-2206 + OSI-027,SW1417,1.0
1522,Navitoclax + Afatinib,SW1417,1.0
1523,Navitoclax + Axitinib,SW1417,1.0
1524,Navitoclax + Taselisib,SW1417,0.0
1525,Navitoclax + Trametinib,SW1417,1.0
1526,Nilotinib + Trametinib,SW1417,0.0
1527,Olaparib + MK-1775,SW1417,0.0
1528,Taselisib + Afatinib,SW1417,1.0
1529,Taselisib + LGK974,SW1417,0.0
1530,Taselisib + Linsitinib,SW1417,0.0
1531,Taselisib + MK-2206,SW1417,0.0
1532,Taselisib + Navitoclax,SW1417,
1533,Taselisib + OSI-027,SW1417,1.0
1534,Taselisib + Olaparib,SW1417,0.0
1535,Taselisib + Palbociclib,SW1417,1.0
1536,Taselisib + Sapitinib,SW1417,1.0
1537,Taselisib + Trametinib,SW1417,0.0
1538,Trametinib + Afatinib,SW1417,1.0
1539,Trametinib + LGK974,SW1417,0.0
1540,Trametinib + Linsitinib,SW1417,0.0
1541,Trametinib + MK-2206,SW1417,0.0
1542,Trametinib + Navitoclax,SW1417,
1543,Trametinib + Olaparib,SW1417,0.0
1544,Trametinib + Palbociclib,SW1417,0.0
1545,Trametinib + Pictilisib,SW1417,0.0
1546,Trametinib + SCH772984,SW1417,0.0
1547,Trametinib + Taselisib,SW1417,0.0
1548,AZD7762 + Cisplatin,SW1463,1.0
1549,AZD7762 + MK-1775,SW1463,1.0
1550,Lapatinib + Crizotinib,SW1463,1.0
1551,Lapatinib + Dabrafenib,SW1463,1.0
1552,Lapatinib + LGK974,SW1463,0.0
1553,Lapatinib + Linsitinib,SW1463,1.0
1554,Lapatinib + MK-2206,SW1463,1.0
1555,Lapatinib + Navitoclax,SW1463,1.0
1556,Lapatinib + PD173074,SW1463,1.0
1557,Lapatinib + Palbociclib,SW1463,0.0
1558,Lapatinib + Pictilisib,SW1463,1.0
1559,Lapatinib + Taselisib,SW1463,1.0
1560,Lapatinib + Trametinib,SW1463,1.0
1561,MK-1775 + Cisplatin,SW1463,1.0
1562,MK-1775 + Nutlin-3a (-),SW1463,1.0
1563,MK-1775 + Pictilisib,SW1463,1.0
1564,MK-2206 + OSI-027,SW1463,1.0
1565,Navitoclax + Afatinib,SW1463,1.0
1566,Navitoclax + Axitinib,SW1463,1.0
1567,Navitoclax + Taselisib,SW1463,1.0
1568,Navitoclax + Trametinib,SW1463,1.0
1569,Nilotinib + Trametinib,SW1463,1.0
1570,Olaparib + MK-1775,SW1463,1.0
1571,Taselisib + Afatinib,SW1463,1.0
1572,Taselisib + LGK974,SW1463,1.0
1573,Taselisib + Linsitinib,SW1463,1.0
1574,Taselisib + MK-2206,SW1463,1.0
1575,Taselisib + Navitoclax,SW1463,1.0
1576,Taselisib + OSI-027,SW1463,1.0
1577,Taselisib + Olaparib,SW1463,0.0
1578,Taselisib + Palbociclib,SW1463,0.0
1579,Taselisib + Sapitinib,SW1463,1.0
1580,Taselisib + Trametinib,SW1463,1.0
1581,Trametinib + Afatinib,SW1463,1.0
1582,Trametinib + LGK974,SW1463,0.0
1583,Trametinib + Linsitinib,SW1463,1.0
1584,Trametinib + MK-2206,SW1463,1.0
1585,Trametinib + Navitoclax,SW1463,1.0
1586,Trametinib + Olaparib,SW1463,1.0
1587,Trametinib + Palbociclib,SW1463,0.0
1588,Trametinib + Pictilisib,SW1463,1.0
1589,Trametinib + SCH772984,SW1463,1.0
1590,Trametinib + Taselisib,SW1463,1.0
1591,AZD7762 + Cisplatin,SW48,1.0
1592,AZD7762 + MK-1775,SW48,1.0
1593,Lapatinib + Crizotinib,SW48,1.0
1594,Lapatinib + Dabrafenib,SW48,0.0
1595,Lapatinib + LGK974,SW48,0.0
1596,Lapatinib + Linsitinib,SW48,1.0
1597,Lapatinib + MK-2206,SW48,1.0
1598,Lapatinib + Navitoclax,SW48,1.0
1599,Lapatinib + PD173074,SW48,1.0
1600,Lapatinib + Palbociclib,SW48,0.0
1601,Lapatinib + Pictilisib,SW48,1.0
1602,Lapatinib + Taselisib,SW48,1.0
1603,Lapatinib + Trametinib,SW48,1.0
1604,MK-1775 + Cisplatin,SW48,1.0
1605,MK-1775 + Nutlin-3a (-),SW48,0.0
1606,MK-1775 + Pictilisib,SW48,1.0
1607,MK-2206 + OSI-027,SW48,1.0
1608,Navitoclax + Afatinib,SW48,1.0
1609,Navitoclax + Axitinib,SW48,1.0
1610,Navitoclax + Taselisib,SW48,1.0
1611,Navitoclax + Trametinib,SW48,1.0
1612,Nilotinib + Trametinib,SW48,1.0
1613,Olaparib + MK-1775,SW48,0.0
1614,Taselisib + Afatinib,SW48,0.0
1615,Taselisib + LGK974,SW48,1.0
1616,Taselisib + Linsitinib,SW48,0.0
1617,Taselisib + MK-2206,SW48,0.0
1618,Taselisib + Navitoclax,SW48,1.0
1619,Taselisib + OSI-027,SW48,1.0
1620,Taselisib + Olaparib,SW48,1.0
1621,Taselisib + Palbociclib,SW48,1.0
1622,Taselisib + Sapitinib,SW48,0.0
1623,Taselisib + Trametinib,SW48,1.0
1624,Trametinib + Afatinib,SW48,1.0
1625,Trametinib + LGK974,SW48,0.0
1626,Trametinib + Linsitinib,SW48,1.0
1627,Trametinib + MK-2206,SW48,1.0
1628,Trametinib + Navitoclax,SW48,1.0
1629,Trametinib + Olaparib,SW48,1.0
1630,Trametinib + Palbociclib,SW48,1.0
1631,Trametinib + Pictilisib,SW48,1.0
1632,Trametinib + SCH772984,SW48,0.0
1633,Trametinib + Taselisib,SW48,1.0
1634,AZD7762 + Cisplatin,SW620,1.0
1635,AZD7762 + MK-1775,SW620,1.0
1636,Lapatinib + Crizotinib,SW620,0.0
1637,Lapatinib + Dabrafenib,SW620,0.0
1638,Lapatinib + LGK974,SW620,0.0
1639,Lapatinib + Linsitinib,SW620,0.0
1640,Lapatinib + MK-2206,SW620,1.0
1641,Lapatinib + Navitoclax,SW620,0.0
1642,Lapatinib + PD173074,SW620,0.0
1643,Lapatinib + Palbociclib,SW620,0.0
1644,Lapatinib + Pictilisib,SW620,0.0
1645,Lapatinib + Taselisib,SW620,0.0
1646,Lapatinib + Trametinib,SW620,0.0
1647,MK-1775 + Cisplatin,SW620,1.0
1648,MK-1775 + Nutlin-3a (-),SW620,1.0
1649,MK-1775 + Pictilisib,SW620,1.0
1650,MK-2206 + OSI-027,SW620,1.0
1651,Navitoclax + Afatinib,SW620,1.0
1652,Navitoclax + Axitinib,SW620,1.0
1653,Navitoclax + Taselisib,SW620,1.0
1654,Navitoclax + Trametinib,SW620,1.0
1655,Nilotinib + Trametinib,SW620,0.0
1656,Olaparib + MK-1775,SW620,0.0
1657,Taselisib + Afatinib,SW620,1.0
1658,Taselisib + LGK974,SW620,0.0
1659,Taselisib + Linsitinib,SW620,0.0
1660,Taselisib + MK-2206,SW620,1.0
1661,Taselisib + Navitoclax,SW620,1.0
1662,Taselisib + OSI-027,SW620,1.0
1663,Taselisib + Olaparib,SW620,0.0
1664,Taselisib + Palbociclib,SW620,1.0
1665,Taselisib + Sapitinib,SW620,0.0
1666,Taselisib + Trametinib,SW620,1.0
1667,Trametinib + Afatinib,SW620,0.0
1668,Trametinib + LGK974,SW620,0.0
1669,Trametinib + Linsitinib,SW620,1.0
1670,Trametinib + MK-2206,SW620,1.0
1671,Trametinib + Navitoclax,SW620,1.0
1672,Trametinib + Olaparib,SW620,0.0
1673,Trametinib + Palbociclib,SW620,0.0
1674,Trametinib + Pictilisib,SW620,1.0
1675,Trametinib + SCH772984,SW620,0.0
1676,Trametinib + Taselisib,SW620,1.0
1677,AZD7762 + Cisplatin,SW626,1.0
1678,AZD7762 + MK-1775,SW626,1.0
1679,Lapatinib + Crizotinib,SW626,0.0
1680,Lapatinib + Dabrafenib,SW626,0.0
1681,Lapatinib + LGK974,SW626,0.0
1682,Lapatinib + Linsitinib,SW626,0.0
1683,Lapatinib + MK-2206,SW626,1.0
1684,Lapatinib + Navitoclax,SW626,0.0
1685,Lapatinib + PD173074,SW626,1.0
1686,Lapatinib + Palbociclib,SW626,0.0
1687,Lapatinib + Pictilisib,SW626,0.0
1688,Lapatinib + Taselisib,SW626,0.0
1689,Lapatinib + Trametinib,SW626,0.0
1690,MK-1775 + Cisplatin,SW626,1.0
1691,MK-1775 + Nutlin-3a (-),SW626,1.0
1692,MK-1775 + Pictilisib,SW626,0.0
1693,MK-2206 + OSI-027,SW626,1.0
1694,Navitoclax + Afatinib,SW626,1.0
1695,Navitoclax + Axitinib,SW626,1.0
1696,Navitoclax + Taselisib,SW626,0.0
1697,Navitoclax + Trametinib,SW626,0.0
1698,Nilotinib + Trametinib,SW626,1.0
1699,Olaparib + MK-1775,SW626,1.0
1700,Taselisib + Afatinib,SW626,1.0
1701,Taselisib + LGK974,SW626,1.0
1702,Taselisib + Linsitinib,SW626,0.0
1703,Taselisib + MK-2206,SW626,1.0
1704,Taselisib + Navitoclax,SW626,1.0
1705,Taselisib + OSI-027,SW626,1.0
1706,Taselisib + Olaparib,SW626,1.0
1707,Taselisib + Palbociclib,SW626,1.0
1708,Taselisib + Sapitinib,SW626,1.0
1709,Taselisib + Trametinib,SW626,1.0
1710,Trametinib + Afatinib,SW626,1.0
1711,Trametinib + LGK974,SW626,0.0
1712,Trametinib + Linsitinib,SW626,1.0
1713,Trametinib + MK-2206,SW626,1.0
1714,Trametinib + Navitoclax,SW626,1.0
1715,Trametinib + Olaparib,SW626,1.0
1716,Trametinib + Palbociclib,SW626,0.0
1717,Trametinib + Pictilisib,SW626,1.0
1718,Trametinib + SCH772984,SW626,0.0
1719,Trametinib + Taselisib,SW626,1.0
1720,AZD7762 + Cisplatin,SW837,1.0
