,inhibitor_combination,cell_line,synergy
1232,PI3Ki + IGFRi,SNU61,0.0
1233,PI3Ki + MEKi,SNU61,1.0
1234,PI3Ki + MTORi,SNU61,1.0
1235,PI3Ki + PARPi,SNU61,0.0
1236,PI3Ki + PORCNi,SNU61,
1237,WEE1i + ATMa,SNU61,1.0
1238,WEE1i + MDM2i,SNU61,
1239,WEE1i + PI3Ki,SNU61,1.0
1240,ABL1i + MEKi,SNUC1,0.0
1241,AKTi + MTORi,SNUC1,1.0
1242,BCL2i + EGFRi,SNUC1,0.0
1243,BCL2i + ErrBi,SNUC1,0.0
1244,BCL2i + MEKi,SNUC1,
1245,BCL2i + PI3Ki,SNUC1,1.0
1246,CHEKi + ATMa,SNUC1,1.0
1247,CHEKi + WEE1i,SNUC1,1.0
1248,ErrBi + AKTi,SNUC1,1.0
1249,ErrBi + BCL2i,SNUC1,1.0
1250,ErrBi + CDKi,SNUC1,1.0
1251,ErrBi + FGFRi,SNUC1,1.0
1252,ErrBi + IGFRi,SNUC1,1.0
1253,ErrBi + MEKi,SNUC1,1.0
1254,ErrBi + METi,SNUC1,1.0
1255,ErrBi + PI3Ki,SNUC1,1.0
1256,ErrBi + PORCNi,SNUC1,0.0
1257,ErrBi + RAFi,SNUC1,0.0
1258,MEKi + AKTi,SNUC1,1.0
1259,MEKi + BCL2i,SNUC1,1.0
1260,MEKi + CDKi,SNUC1,1.0
1261,MEKi + ERKi,SNUC1,0.0
1262,MEKi + ErrBi,SNUC1,0.0
1263,MEKi + IGFRi,SNUC1,1.0
1264,MEKi + PARPi,SNUC1,1.0
1265,MEKi + PI3Ki,SNUC1,1.0
1266,MEKi + PORCNi,SNUC1,0.0
1267,PARPi + WEE1i,SNUC1,0.0
1268,PI3Ki + AKTi,SNUC1,1.0
1269,PI3Ki + BCL2i,SNUC1,1.0
1270,PI3Ki + CDKi,SNUC1,1.0
1271,PI3Ki + ErrBi,SNUC1,1.0
1272,PI3Ki + IGFRi,SNUC1,1.0
1273,PI3Ki + MEKi,SNUC1,1.0
1274,PI3Ki + MTORi,SNUC1,1.0
1275,PI3Ki + PARPi,SNUC1,0.0
1276,PI3Ki + PORCNi,SNUC1,1.0
1277,WEE1i + ATMa,SNUC1,1.0
1278,WEE1i + MDM2i,SNUC1,1.0
1279,WEE1i + PI3Ki,SNUC1,1.0
1280,ABL1i + MEKi,SNUC2B,0.0
1281,AKTi + MTORi,SNUC2B,1.0
1282,BCL2i + EGFRi,SNUC2B,1.0
1283,BCL2i + ErrBi,SNUC2B,1.0
1284,BCL2i + MEKi,SNUC2B,0.0
1285,BCL2i + PI3Ki,SNUC2B,1.0
1286,CHEKi + ATMa,SNUC2B,1.0
1287,CHEKi + WEE1i,SNUC2B,1.0
1288,ErrBi + AKTi,SNUC2B,1.0
1289,ErrBi + BCL2i,SNUC2B,1.0
1290,ErrBi + CDKi,SNUC2B,0.0
1291,ErrBi + FGFRi,SNUC2B,1.0
1292,ErrBi + IGFRi,SNUC2B,1.0
1293,ErrBi + MEKi,SNUC2B,0.0
1294,ErrBi + METi,SNUC2B,1.0
1295,ErrBi + PI3Ki,SNUC2B,0.0
1296,ErrBi + PORCNi,SNUC2B,0.0
1297,ErrBi + RAFi,SNUC2B,1.0
1298,MEKi + AKTi,SNUC2B,1.0
1299,MEKi + BCL2i,SNUC2B,1.0
1300,MEKi + CDKi,SNUC2B,0.0
1301,MEKi + ERKi,SNUC2B,0.0
1302,MEKi + ErrBi,SNUC2B,0.0
1303,MEKi + IGFRi,SNUC2B,0.0
1304,MEKi + PARPi,SNUC2B,0.0
1305,MEKi + PI3Ki,SNUC2B,1.0
1306,MEKi + PORCNi,SNUC2B,0.0
1307,PARPi + WEE1i,SNUC2B,0.0
1308,PI3Ki + AKTi,SNUC2B,0.0
1309,PI3Ki + BCL2i,SNUC2B,1.0
1310,PI3Ki + CDKi,SNUC2B,0.0
1311,PI3Ki + ErrBi,SNUC2B,0.5
1312,PI3Ki + IGFRi,SNUC2B,0.0
1313,PI3Ki + MEKi,SNUC2B,1.0
1314,PI3Ki + MTORi,SNUC2B,1.0
1315,PI3Ki + PARPi,SNUC2B,0.0
1316,PI3Ki + PORCNi,SNUC2B,1.0
1317,WEE1i + ATMa,SNUC2B,1.0
1318,WEE1i + MDM2i,SNUC2B,1.0
1319,WEE1i + PI3Ki,SNUC2B,0.0
1320,ABL1i + MEKi,SNUC5,0.0
1321,AKTi + MTORi,SNUC5,1.0
1322,BCL2i + EGFRi,SNUC5,1.0
1323,BCL2i + ErrBi,SNUC5,0.0
1324,BCL2i + MEKi,SNUC5,0.0
1325,BCL2i + PI3Ki,SNUC5,1.0
1326,CHEKi + ATMa,SNUC5,1.0
1327,CHEKi + WEE1i,SNUC5,1.0
1328,ErrBi + AKTi,SNUC5,1.0
1329,ErrBi + BCL2i,SNUC5,1.0
1330,ErrBi + CDKi,SNUC5,1.0
1331,ErrBi + FGFRi,SNUC5,1.0
1332,ErrBi + IGFRi,SNUC5,1.0
1333,ErrBi + MEKi,SNUC5,1.0
1334,ErrBi + METi,SNUC5,1.0
1335,ErrBi + PI3Ki,SNUC5,0.5
1336,ErrBi + PORCNi,SNUC5,0.0
1337,ErrBi + RAFi,SNUC5,1.0
1338,MEKi + AKTi,SNUC5,1.0
1339,MEKi + BCL2i,SNUC5,1.0
1340,MEKi + CDKi,SNUC5,0.0
1341,MEKi + ERKi,SNUC5,0.0
1342,MEKi + ErrBi,SNUC5,1.0
1343,MEKi + IGFRi,SNUC5,0.0
1344,MEKi + PARPi,SNUC5,1.0
1345,MEKi + PI3Ki,SNUC5,1.0
1346,MEKi + PORCNi,SNUC5,0.0
1347,PARPi + WEE1i,SNUC5,0.0
1348,PI3Ki + AKTi,SNUC5,0.0
1349,PI3Ki + BCL2i,SNUC5,1.0
1350,PI3Ki + CDKi,SNUC5,1.0
1351,PI3Ki + ErrBi,SNUC5,0.5
1352,PI3Ki + IGFRi,SNUC5,1.0
1353,PI3Ki + MEKi,SNUC5,1.0
1354,PI3Ki + MTORi,SNUC5,1.0
1355,PI3Ki + PARPi,SNUC5,1.0
1356,PI3Ki + PORCNi,SNUC5,1.0
1357,WEE1i + ATMa,SNUC5,1.0
1358,WEE1i + MDM2i,SNUC5,1.0
1359,WEE1i + PI3Ki,SNUC5,1.0
1360,ABL1i + MEKi,SW1116,1.0
1361,AKTi + MTORi,SW1116,1.0
1362,BCL2i + EGFRi,SW1116,1.0
1363,BCL2i + ErrBi,SW1116,1.0
1364,BCL2i + MEKi,SW1116,1.0
1365,BCL2i + PI3Ki,SW1116,1.0
1366,CHEKi + ATMa,SW1116,1.0
1367,CHEKi + WEE1i,SW1116,1.0
1368,ErrBi + AKTi,SW1116,1.0
1369,ErrBi + BCL2i,SW1116,1.0
1370,ErrBi + CDKi,SW1116,1.0
1371,ErrBi + FGFRi,SW1116,1.0
1372,ErrBi + IGFRi,SW1116,1.0
1373,ErrBi + MEKi,SW1116,1.0
1374,ErrBi + METi,SW1116,1.0
1375,ErrBi + PI3Ki,SW1116,0.5
1376,ErrBi + PORCNi,SW1116,0.0
1377,ErrBi + RAFi,SW1116,1.0
1378,MEKi + AKTi,SW1116,1.0
1379,MEKi + BCL2i,SW1116,1.0
1380,MEKi + CDKi,SW1116,1.0
1381,MEKi + ERKi,SW1116,1.0
1382,MEKi + ErrBi,SW1116,1.0
1383,MEKi + IGFRi,SW1116,1.0
1384,MEKi + PARPi,SW1116,1.0
1385,MEKi + PI3Ki,SW1116,1.0
1386,MEKi + PORCNi,SW1116,0.0
1387,PARPi + WEE1i,SW1116,0.0
1388,PI3Ki + AKTi,SW1116,0.0
1389,PI3Ki + BCL2i,SW1116,1.0
1390,PI3Ki + CDKi,SW1116,1.0
1391,PI3Ki + ErrBi,SW1116,1.0
1392,PI3Ki + IGFRi,SW1116,0.0
1393,PI3Ki + MEKi,SW1116,1.0
1394,PI3Ki + MTORi,SW1116,1.0
1395,PI3Ki + PARPi,SW1116,1.0
1396,PI3Ki + PORCNi,SW1116,0.0
1397,WEE1i + ATMa,SW1116,1.0
1398,WEE1i + MDM2i,SW1116,1.0
1399,WEE1i + PI3Ki,SW1116,1.0
1400,ABL1i + MEKi,SW1417,0.0
1401,AKTi + MTORi,SW1417,1.0
1402,BCL2i + EGFRi,SW1417,1.0
1403,BCL2i + ErrBi,SW1417,1.0
1404,BCL2i + MEKi,SW1417,1.0
1405,BCL2i + PI3Ki,SW1417,0.0
1406,CHEKi + ATMa,SW1417,1.0
1407,CHEKi + WEE1i,SW1417,0.0
1408,ErrBi + AKTi,SW1417,1.0
1409,ErrBi + BCL2i,SW1417,
1410,ErrBi + CDKi,SW1417,0.0
1411,ErrBi + FGFRi,SW1417,1.0
1412,ErrBi + IGFRi,SW1417,1.0
1413,ErrBi + MEKi,SW1417,1.0
1414,ErrBi + METi,SW1417,1.0
1415,ErrBi + PI3Ki,SW1417,0.5
1416,ErrBi + PORCNi,SW1417,0.0
1417,ErrBi + RAFi,SW1417,1.0
1418,MEKi + AKTi,SW1417,0.0
1419,MEKi + BCL2i,SW1417,
1420,MEKi + CDKi,SW1417,0.0
1421,MEKi + ERKi,SW1417,0.0
1422,MEKi + ErrBi,SW1417,1.0
1423,MEKi + IGFRi,SW1417,0.0
1424,MEKi + PARPi,SW1417,0.0
1425,MEKi + PI3Ki,SW1417,0.0
1426,MEKi + PORCNi,SW1417,0.0
1427,PARPi + WEE1i,SW1417,0.0
1428,PI3Ki + AKTi,SW1417,0.0
1429,PI3Ki + BCL2i,SW1417,
1430,PI3Ki + CDKi,SW1417,1.0
1431,PI3Ki + ErrBi,SW1417,1.0
1432,PI3Ki + IGFRi,SW1417,0.0
1433,PI3Ki + MEKi,SW1417,0.0
1434,PI3Ki + MTORi,SW1417,1.0
1435,PI3Ki + PARPi,SW1417,0.0
1436,PI3Ki + PORCNi,SW1417,0.0
1437,WEE1i + ATMa,SW1417,1.0
1438,WEE1i + MDM2i,SW1417,1.0
1439,WEE1i + PI3Ki,SW1417,1.0
1440,ABL1i + MEKi,SW1463,1.0
1441,AKTi + MTORi,SW1463,1.0
1442,BCL2i + EGFRi,SW1463,1.0
1443,BCL2i + ErrBi,SW1463,1.0
1444,BCL2i + MEKi,SW1463,1.0
1445,BCL2i + PI3Ki,SW1463,1.0
1446,CHEKi + ATMa,SW1463,1.0
1447,CHEKi + WEE1i,SW1463,1.0
1448,ErrBi + AKTi,SW1463,1.0
1449,ErrBi + BCL2i,SW1463,1.0
1450,ErrBi + CDKi,SW1463,0.0
1451,ErrBi + FGFRi,SW1463,1.0
1452,ErrBi + IGFRi,SW1463,1.0
1453,ErrBi + MEKi,SW1463,1.0
1454,ErrBi + METi,SW1463,1.0
1455,ErrBi + PI3Ki,SW1463,1.0
1456,ErrBi + PORCNi,SW1463,0.0
1457,ErrBi + RAFi,SW1463,1.0
1458,MEKi + AKTi,SW1463,1.0
1459,MEKi + BCL2i,SW1463,1.0
1460,MEKi + CDKi,SW1463,0.0
1461,MEKi + ERKi,SW1463,1.0
1462,MEKi + ErrBi,SW1463,1.0
1463,MEKi + IGFRi,SW1463,1.0
1464,MEKi + PARPi,SW1463,1.0
1465,MEKi + PI3Ki,SW1463,1.0
1466,MEKi + PORCNi,SW1463,0.0
1467,PARPi + WEE1i,SW1463,1.0
1468,PI3Ki + AKTi,SW1463,1.0
1469,PI3Ki + BCL2i,SW1463,1.0
1470,PI3Ki + CDKi,SW1463,0.0
1471,PI3Ki + ErrBi,SW1463,1.0
1472,PI3Ki + IGFRi,SW1463,1.0
1473,PI3Ki + MEKi,SW1463,1.0
1474,PI3Ki + MTORi,SW1463,1.0
1475,PI3Ki + PARPi,SW1463,0.0
1476,PI3Ki + PORCNi,SW1463,1.0
1477,WEE1i + ATMa,SW1463,1.0
1478,WEE1i + MDM2i,SW1463,1.0
1479,WEE1i + PI3Ki,SW1463,1.0
1480,ABL1i + MEKi,SW48,1.0
1481,AKTi + MTORi,SW48,1.0
1482,BCL2i + EGFRi,SW48,1.0
1483,BCL2i + ErrBi,SW48,1.0
1484,BCL2i + MEKi,SW48,1.0
1485,BCL2i + PI3Ki,SW48,1.0
1486,CHEKi + ATMa,SW48,1.0
1487,CHEKi + WEE1i,SW48,1.0
1488,ErrBi + AKTi,SW48,1.0
1489,ErrBi + BCL2i,SW48,1.0
1490,ErrBi + CDKi,SW48,0.0
1491,ErrBi + FGFRi,SW48,1.0
1492,ErrBi + IGFRi,SW48,1.0
1493,ErrBi + MEKi,SW48,1.0
1494,ErrBi + METi,SW48,1.0
1495,ErrBi + PI3Ki,SW48,1.0
1496,ErrBi + PORCNi,SW48,0.0
1497,ErrBi + RAFi,SW48,0.0
1498,MEKi + AKTi,SW48,1.0
1499,MEKi + BCL2i,SW48,1.0
1500,MEKi + CDKi,SW48,1.0
1501,MEKi + ERKi,SW48,0.0
1502,MEKi + ErrBi,SW48,1.0
1503,MEKi + IGFRi,SW48,1.0
1504,MEKi + PARPi,SW48,1.0
1505,MEKi + PI3Ki,SW48,1.0
1506,MEKi + PORCNi,SW48,0.0
1507,PARPi + WEE1i,SW48,0.0
1508,PI3Ki + AKTi,SW48,0.0
1509,PI3Ki + BCL2i,SW48,1.0
1510,PI3Ki + CDKi,SW48,1.0
1511,PI3Ki + ErrBi,SW48,0.0
1512,PI3Ki + IGFRi,SW48,0.0
1513,PI3Ki + MEKi,SW48,1.0
1514,PI3Ki + MTORi,SW48,1.0
1515,PI3Ki + PARPi,SW48,1.0
1516,PI3Ki + PORCNi,SW48,1.0
1517,WEE1i + ATMa,SW48,1.0
1518,WEE1i + MDM2i,SW48,0.0
1519,WEE1i + PI3Ki,SW48,1.0
1520,ABL1i + MEKi,SW620,0.0
1521,AKTi + MTORi,SW620,1.0
1522,BCL2i + EGFRi,SW620,1.0
1523,BCL2i + ErrBi,SW620,1.0
1524,BCL2i + MEKi,SW620,1.0
1525,BCL2i + PI3Ki,SW620,1.0
1526,CHEKi + ATMa,SW620,1.0
1527,CHEKi + WEE1i,SW620,1.0
1528,ErrBi + AKTi,SW620,1.0
1529,ErrBi + BCL2i,SW620,0.0
1530,ErrBi + CDKi,SW620,0.0
1531,ErrBi + FGFRi,SW620,0.0
1532,ErrBi + IGFRi,SW620,0.0
1533,ErrBi + MEKi,SW620,0.0
1534,ErrBi + METi,SW620,0.0
1535,ErrBi + PI3Ki,SW620,0.0
1536,ErrBi + PORCNi,SW620,0.0
1537,ErrBi + RAFi,SW620,0.0
1538,MEKi + AKTi,SW620,1.0
1539,MEKi + BCL2i,SW620,1.0
1540,MEKi + CDKi,SW620,0.0
1541,MEKi + ERKi,SW620,0.0
1542,MEKi + ErrBi,SW620,0.0
1543,MEKi + IGFRi,SW620,1.0
1544,MEKi + PARPi,SW620,0.0
1545,MEKi + PI3Ki,SW620,1.0
1546,MEKi + PORCNi,SW620,0.0
1547,PARPi + WEE1i,SW620,0.0
1548,PI3Ki + AKTi,SW620,1.0
1549,PI3Ki + BCL2i,SW620,1.0
1550,PI3Ki + CDKi,SW620,1.0
1551,PI3Ki + ErrBi,SW620,0.5
1552,PI3Ki + IGFRi,SW620,0.0
1553,PI3Ki + MEKi,SW620,1.0
1554,PI3Ki + MTORi,SW620,1.0
1555,PI3Ki + PARPi,SW620,0.0
1556,PI3Ki + PORCNi,SW620,0.0
1557,WEE1i + ATMa,SW620,1.0
1558,WEE1i + MDM2i,SW620,1.0
1559,WEE1i + PI3Ki,SW620,1.0
1560,ABL1i + MEKi,SW626,1.0
1561,AKTi + MTORi,SW626,1.0
1562,BCL2i + EGFRi,SW626,1.0
1563,BCL2i + ErrBi,SW626,1.0
1564,BCL2i + MEKi,SW626,0.0
1565,BCL2i + PI3Ki,SW626,0.0
1566,CHEKi + ATMa,SW626,1.0
1567,CHEKi + WEE1i,SW626,1.0
1568,ErrBi + AKTi,SW626,1.0
1569,ErrBi + BCL2i,SW626,0.0
1570,ErrBi + CDKi,SW626,0.0
1571,ErrBi + FGFRi,SW626,1.0
1572,ErrBi + IGFRi,SW626,0.0
1573,ErrBi + MEKi,SW626,0.0
1574,ErrBi + METi,SW626,0.0
1575,ErrBi + PI3Ki,SW626,0.0
1576,ErrBi + PORCNi,SW626,0.0
1577,ErrBi + RAFi,SW626,0.0
1578,MEKi + AKTi,SW626,1.0
1579,MEKi + BCL2i,SW626,1.0
1580,MEKi + CDKi,SW626,0.0
1581,MEKi + ERKi,SW626,0.0
1582,MEKi + ErrBi,SW626,1.0
1583,MEKi + IGFRi,SW626,1.0
1584,MEKi + PARPi,SW626,1.0
1585,MEKi + PI3Ki,SW626,1.0
1586,MEKi + PORCNi,SW626,0.0
1587,PARPi + WEE1i,SW626,1.0
1588,PI3Ki + AKTi,SW626,1.0
1589,PI3Ki + BCL2i,SW626,1.0
1590,PI3Ki + CDKi,SW626,1.0
1591,PI3Ki + ErrBi,SW626,1.0
1592,PI3Ki + IGFRi,SW626,0.0
1593,PI3Ki + MEKi,SW626,1.0
1594,PI3Ki + MTORi,SW626,1.0
1595,PI3Ki + PARPi,SW626,1.0
1596,PI3Ki + PORCNi,SW626,1.0
1597,WEE1i + ATMa,SW626,1.0
1598,WEE1i + MDM2i,SW626,1.0
1599,WEE1i + PI3Ki,SW626,0.0
1600,ABL1i + MEKi,SW837,1.0
1601,AKTi + MTORi,SW837,1.0
1602,BCL2i + EGFRi,SW837,1.0
1603,BCL2i + ErrBi,SW837,1.0
1604,BCL2i + MEKi,SW837,1.0
1605,BCL2i + PI3Ki,SW837,1.0
1606,CHEKi + ATMa,SW837,1.0
1607,CHEKi + WEE1i,SW837,1.0
1608,ErrBi + AKTi,SW837,1.0
1609,ErrBi + BCL2i,SW837,1.0
1610,ErrBi + CDKi,SW837,0.0
1611,ErrBi + FGFRi,SW837,1.0
1612,ErrBi + IGFRi,SW837,1.0
1613,ErrBi + MEKi,SW837,1.0
1614,ErrBi + METi,SW837,0.0
1615,ErrBi + PI3Ki,SW837,1.0
1616,ErrBi + PORCNi,SW837,0.0
1617,ErrBi + RAFi,SW837,0.0
1618,MEKi + AKTi,SW837,1.0
1619,MEKi + BCL2i,SW837,1.0
1620,MEKi + CDKi,SW837,1.0
1621,MEKi + ERKi,SW837,0.0
1622,MEKi + ErrBi,SW837,1.0
1623,MEKi + IGFRi,SW837,1.0
1624,MEKi + PARPi,SW837,1.0
1625,MEKi + PI3Ki,SW837,1.0
1626,MEKi + PORCNi,SW837,0.0
1627,PARPi + WEE1i,SW837,1.0
1628,PI3Ki + AKTi,SW837,1.0
1629,PI3Ki + BCL2i,SW837,1.0
1630,PI3Ki + CDKi,SW837,1.0
1631,PI3Ki + ErrBi,SW837,0.5
1632,PI3Ki + IGFRi,SW837,0.0
1633,PI3Ki + MEKi,SW837,1.0
1634,PI3Ki + MTORi,SW837,1.0
1635,PI3Ki + PARPi,SW837,1.0
1636,PI3Ki + PORCNi,SW837,0.0
1637,WEE1i + ATMa,SW837,1.0
1638,WEE1i + MDM2i,SW837,1.0
1639,WEE1i + PI3Ki,SW837,1.0
1640,ABL1i + MEKi,SW948,1.0
1641,AKTi + MTORi,SW948,1.0
1642,BCL2i + EGFRi,SW948,1.0
1643,BCL2i + ErrBi,SW948,1.0
1644,BCL2i + MEKi,SW948,1.0
1645,BCL2i + PI3Ki,SW948,1.0
1646,CHEKi + ATMa,SW948,1.0
1647,CHEKi + WEE1i,SW948,1.0
1648,ErrBi + AKTi,SW948,1.0
1649,ErrBi + BCL2i,SW948,1.0
1650,ErrBi + CDKi,SW948,0.0
1651,ErrBi + FGFRi,SW948,1.0
1652,ErrBi + IGFRi,SW948,1.0
1653,ErrBi + MEKi,SW948,1.0
1654,ErrBi + METi,SW948,1.0
1655,ErrBi + PI3Ki,SW948,0.5
1656,ErrBi + PORCNi,SW948,0.0
1657,ErrBi + RAFi,SW948,0.0
1658,MEKi + AKTi,SW948,1.0
1659,MEKi + BCL2i,SW948,1.0
1660,MEKi + CDKi,SW948,1.0
1661,MEKi + ERKi,SW948,1.0
1662,MEKi + ErrBi,SW948,1.0
1663,MEKi + IGFRi,SW948,1.0
1664,MEKi + PARPi,SW948,0.0
1665,MEKi + PI3Ki,SW948,1.0
1666,MEKi + PORCNi,SW948,1.0
1667,PARPi + WEE1i,SW948,1.0
1668,PI3Ki + AKTi,SW948,1.0
1669,PI3Ki + BCL2i,SW948,1.0
1670,PI3Ki + CDKi,SW948,1.0
1671,PI3Ki + ErrBi,SW948,1.0
1672,PI3Ki + IGFRi,SW948,1.0
1673,PI3Ki + MEKi,SW948,1.0
1674,PI3Ki + MTORi,SW948,1.0
1675,PI3Ki + PARPi,SW948,0.0
1676,PI3Ki + PORCNi,SW948,1.0
1677,WEE1i + ATMa,SW948,1.0
1678,WEE1i + MDM2i,SW948,1.0
1679,WEE1i + PI3Ki,SW948,1.0
1680,ABL1i + MEKi,T84,1.0
1681,AKTi + MTORi,T84,1.0
1682,BCL2i + EGFRi,T84,1.0
1683,BCL2i + ErrBi,T84,1.0
1684,BCL2i + MEKi,T84,1.0
1685,BCL2i + PI3Ki,T84,1.0
1686,CHEKi + ATMa,T84,1.0
1687,CHEKi + WEE1i,T84,1.0
1688,ErrBi + AKTi,T84,1.0
1689,ErrBi + BCL2i,T84,1.0
1690,ErrBi + CDKi,T84,0.0
1691,ErrBi + FGFRi,T84,1.0
1692,ErrBi + IGFRi,T84,1.0
1693,ErrBi + MEKi,T84,0.0
1694,ErrBi + METi,T84,1.0
1695,ErrBi + PI3Ki,T84,1.0
1696,ErrBi + PORCNi,T84,0.0
1697,ErrBi + RAFi,T84,1.0
1698,MEKi + AKTi,T84,1.0
1699,MEKi + BCL2i,T84,1.0
1700,MEKi + CDKi,T84,0.0
1701,MEKi + ERKi,T84,0.0
1702,MEKi + ErrBi,T84,1.0
1703,MEKi + IGFRi,T84,1.0
1704,MEKi + PARPi,T84,1.0
1705,MEKi + PI3Ki,T84,1.0
1706,MEKi + PORCNi,T84,0.0
1707,PARPi + WEE1i,T84,0.0
1708,PI3Ki + AKTi,T84,1.0
1709,PI3Ki + BCL2i,T84,1.0
1710,PI3Ki + CDKi,T84,0.0
1711,PI3Ki + ErrBi,T84,1.0
1712,PI3Ki + IGFRi,T84,1.0
1713,PI3Ki + MEKi,T84,1.0
1714,PI3Ki + MTORi,T84,1.0
1715,PI3Ki + PARPi,T84,1.0
1716,PI3Ki + PORCNi,T84,0.0
1717,WEE1i + ATMa,T84,1.0
1718,WEE1i + MDM2i,T84,1.0
1719,WEE1i + PI3Ki,T84,0.0
