drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy
Taselisib,Linsitinib,PD_07,PD_10,SW1116,0
Taselisib,Linsitinib,PD_07,PD_10,SW1417,0
Taselisib,Linsitinib,PD_07,PD_10,SW1463,1
Taselisib,Linsitinib,PD_07,PD_10,SW48,0
Taselisib,Linsitinib,PD_07,PD_10,SW620,0
Taselisib,Linsitinib,PD_07,PD_10,SW626,0
Taselisib,Linsitinib,PD_07,PD_10,SW837,0
Taselisib,Linsitinib,PD_07,PD_10,SW948,1
Taselisib,Linsitinib,PD_07,PD_10,T84,1
Navitoclax,Taselisib,PD_01,PD_07,C2BBE1,1
Navitoclax,Taselisib,PD_01,PD_07,CCK81,1
Navitoclax,Taselisib,PD_01,PD_07,CL11,1
Navitoclax,Taselisib,PD_01,PD_07,CL40,1
Navitoclax,Taselisib,PD_01,PD_07,COLO205,1
Navitoclax,Taselisib,PD_01,PD_07,COLO320HSR,1
Navitoclax,Taselisib,PD_01,PD_07,COLO678,0
Navitoclax,Taselisib,PD_01,PD_07,CW2,1
Navitoclax,Taselisib,PD_01,PD_07,CAR1,1
Navitoclax,Taselisib,PD_01,PD_07,DIFI,1
Navitoclax,Taselisib,PD_01,PD_07,GP5D,1
Navitoclax,Taselisib,PD_01,PD_07,HCC2998,1
Navitoclax,Taselisib,PD_01,PD_07,HCT116,1
Navitoclax,Taselisib,PD_01,PD_07,HCT15,1
Navitoclax,Taselisib,PD_01,PD_07,HT29,1
Navitoclax,Taselisib,PD_01,PD_07,HT55,1
Navitoclax,Taselisib,PD_01,PD_07,KM12,0
Navitoclax,Taselisib,PD_01,PD_07,LS123,1
Navitoclax,Taselisib,PD_01,PD_07,LS180,1
Navitoclax,Taselisib,PD_01,PD_07,LS411N,1
Navitoclax,Taselisib,PD_01,PD_07,LS513,1
Navitoclax,Taselisib,PD_01,PD_07,LOVO,1
Navitoclax,Taselisib,PD_01,PD_07,MDST8,1
Navitoclax,Taselisib,PD_01,PD_07,NCIH716,1
Navitoclax,Taselisib,PD_01,PD_07,NCIH747,1
Navitoclax,Taselisib,PD_01,PD_07,RCM1,1
Navitoclax,Taselisib,PD_01,PD_07,RKO,1
Navitoclax,Taselisib,PD_01,PD_07,SKCO1,1
Navitoclax,Taselisib,PD_01,PD_07,SNU175,1
Navitoclax,Taselisib,PD_01,PD_07,SNU407,1
Navitoclax,Taselisib,PD_01,PD_07,SNU61,1
Navitoclax,Taselisib,PD_01,PD_07,SNUC1,1
Navitoclax,Taselisib,PD_01,PD_07,SNUC2B,1
Navitoclax,Taselisib,PD_01,PD_07,SNUC5,1
Navitoclax,Taselisib,PD_01,PD_07,SW1116,1
Navitoclax,Taselisib,PD_01,PD_07,SW1417,0
Navitoclax,Taselisib,PD_01,PD_07,SW1463,1
Navitoclax,Taselisib,PD_01,PD_07,SW48,1
Navitoclax,Taselisib,PD_01,PD_07,SW620,1
Navitoclax,Taselisib,PD_01,PD_07,SW626,0
Navitoclax,Taselisib,PD_01,PD_07,SW837,1
Navitoclax,Taselisib,PD_01,PD_07,SW948,1
Navitoclax,Taselisib,PD_01,PD_07,T84,1
Trametinib,Taselisib,PD_08,PD_07,C2BBE1,1
Trametinib,Taselisib,PD_08,PD_07,CCK81,1
Trametinib,Taselisib,PD_08,PD_07,CL11,1
Trametinib,Taselisib,PD_08,PD_07,CL40,1
Trametinib,Taselisib,PD_08,PD_07,COLO205,1
Trametinib,Taselisib,PD_08,PD_07,COLO320HSR,1
Trametinib,Taselisib,PD_08,PD_07,COLO678,0
Trametinib,Taselisib,PD_08,PD_07,CW2,1
Trametinib,Taselisib,PD_08,PD_07,CAR1,1
Trametinib,Taselisib,PD_08,PD_07,DIFI,1
Trametinib,Taselisib,PD_08,PD_07,GP5D,1
Trametinib,Taselisib,PD_08,PD_07,HCC2998,1
Trametinib,Taselisib,PD_08,PD_07,HCT116,1
Trametinib,Taselisib,PD_08,PD_07,HCT15,1
Trametinib,Taselisib,PD_08,PD_07,HT29,0
Trametinib,Taselisib,PD_08,PD_07,HT55,0
Trametinib,Taselisib,PD_08,PD_07,KM12,1
Trametinib,Taselisib,PD_08,PD_07,LS123,1
Trametinib,Taselisib,PD_08,PD_07,LS180,1
Trametinib,Taselisib,PD_08,PD_07,LS411N,1
Trametinib,Taselisib,PD_08,PD_07,LS513,1
Trametinib,Taselisib,PD_08,PD_07,LOVO,1
Trametinib,Taselisib,PD_08,PD_07,MDST8,1
Trametinib,Taselisib,PD_08,PD_07,NCIH716,1
Trametinib,Taselisib,PD_08,PD_07,NCIH747,1
Trametinib,Taselisib,PD_08,PD_07,RCM1,1
Trametinib,Taselisib,PD_08,PD_07,RKO,1
Trametinib,Taselisib,PD_08,PD_07,SKCO1,1
Trametinib,Taselisib,PD_08,PD_07,SNU175,0
Trametinib,Taselisib,PD_08,PD_07,SNU407,1
Trametinib,Taselisib,PD_08,PD_07,SNU61,1
Trametinib,Taselisib,PD_08,PD_07,SNUC1,1
Trametinib,Taselisib,PD_08,PD_07,SNUC2B,1
Trametinib,Taselisib,PD_08,PD_07,SNUC5,1
Trametinib,Taselisib,PD_08,PD_07,SW1116,1
Trametinib,Taselisib,PD_08,PD_07,SW1417,0
Trametinib,Taselisib,PD_08,PD_07,SW1463,1
Trametinib,Taselisib,PD_08,PD_07,SW48,1
Trametinib,Taselisib,PD_08,PD_07,SW620,1
Trametinib,Taselisib,PD_08,PD_07,SW626,1
Trametinib,Taselisib,PD_08,PD_07,SW837,1
Trametinib,Taselisib,PD_08,PD_07,SW948,1
Trametinib,Taselisib,PD_08,PD_07,T84,1
Lapatinib,Taselisib,PD_03,PD_07,C2BBE1,1
Lapatinib,Taselisib,PD_03,PD_07,CCK81,1
Lapatinib,Taselisib,PD_03,PD_07,CL11,0
Lapatinib,Taselisib,PD_03,PD_07,CL40,0
Lapatinib,Taselisib,PD_03,PD_07,COLO205,0
Lapatinib,Taselisib,PD_03,PD_07,COLO320HSR,1
Lapatinib,Taselisib,PD_03,PD_07,COLO678,0
Lapatinib,Taselisib,PD_03,PD_07,CW2,1
Lapatinib,Taselisib,PD_03,PD_07,CAR1,1
Lapatinib,Taselisib,PD_03,PD_07,DIFI,0
Lapatinib,Taselisib,PD_03,PD_07,GP5D,0
Lapatinib,Taselisib,PD_03,PD_07,HCC2998,0
Lapatinib,Taselisib,PD_03,PD_07,HCT116,1
Lapatinib,Taselisib,PD_03,PD_07,HCT15,1
Lapatinib,Taselisib,PD_03,PD_07,HT29,1
Lapatinib,Taselisib,PD_03,PD_07,HT55,0
Lapatinib,Taselisib,PD_03,PD_07,KM12,0
Lapatinib,Taselisib,PD_03,PD_07,LS123,1
Lapatinib,Taselisib,PD_03,PD_07,LS180,1
Lapatinib,Taselisib,PD_03,PD_07,LS411N,1
Lapatinib,Taselisib,PD_03,PD_07,LS513,1
Lapatinib,Taselisib,PD_03,PD_07,LOVO,1
Lapatinib,Taselisib,PD_03,PD_07,MDST8,0
Lapatinib,Taselisib,PD_03,PD_07,NCIH716,1
Lapatinib,Taselisib,PD_03,PD_07,NCIH747,1
Lapatinib,Taselisib,PD_03,PD_07,RCM1,1
Lapatinib,Taselisib,PD_03,PD_07,RKO,1
Lapatinib,Taselisib,PD_03,PD_07,SKCO1,1
Lapatinib,Taselisib,PD_03,PD_07,SNU175,0
Lapatinib,Taselisib,PD_03,PD_07,SNU407,1
Lapatinib,Taselisib,PD_03,PD_07,SNU61,0
Lapatinib,Taselisib,PD_03,PD_07,SNUC1,1
Lapatinib,Taselisib,PD_03,PD_07,SNUC2B,0
Lapatinib,Taselisib,PD_03,PD_07,SNUC5,1
Lapatinib,Taselisib,PD_03,PD_07,SW1116,1
Lapatinib,Taselisib,PD_03,PD_07,SW1417,0
Lapatinib,Taselisib,PD_03,PD_07,SW1463,1
Lapatinib,Taselisib,PD_03,PD_07,SW48,1
Lapatinib,Taselisib,PD_03,PD_07,SW620,0
Lapatinib,Taselisib,PD_03,PD_07,SW626,0
Lapatinib,Taselisib,PD_03,PD_07,SW837,1
Lapatinib,Taselisib,PD_03,PD_07,SW948,1
Lapatinib,Taselisib,PD_03,PD_07,T84,1
Trametinib,SCH772984,PD_08,PD_11,C2BBE1,1
Trametinib,SCH772984,PD_08,PD_11,CCK81,0
Trametinib,SCH772984,PD_08,PD_11,CL11,0
Trametinib,SCH772984,PD_08,PD_11,CL40,0
Trametinib,SCH772984,PD_08,PD_11,COLO205,0
Trametinib,SCH772984,PD_08,PD_11,COLO320HSR,0
Trametinib,SCH772984,PD_08,PD_11,COLO678,0
Trametinib,SCH772984,PD_08,PD_11,CW2,0
Trametinib,SCH772984,PD_08,PD_11,CAR1,0
Trametinib,SCH772984,PD_08,PD_11,DIFI,1
Trametinib,SCH772984,PD_08,PD_11,GP5D,0
Trametinib,SCH772984,PD_08,PD_11,HCC2998,0
Trametinib,SCH772984,PD_08,PD_11,HCT116,1
Trametinib,SCH772984,PD_08,PD_11,HCT15,0
Trametinib,SCH772984,PD_08,PD_11,HT29,0
Trametinib,SCH772984,PD_08,PD_11,HT55,0
Trametinib,SCH772984,PD_08,PD_11,KM12,0
Trametinib,SCH772984,PD_08,PD_11,LS123,0
Trametinib,SCH772984,PD_08,PD_11,LS180,0
Trametinib,SCH772984,PD_08,PD_11,LS411N,0
Trametinib,SCH772984,PD_08,PD_11,LOVO,0
Trametinib,SCH772984,PD_08,PD_11,NCIH716,0
Trametinib,SCH772984,PD_08,PD_11,NCIH747,0
Trametinib,SCH772984,PD_08,PD_11,RCM1,0
Trametinib,SCH772984,PD_08,PD_11,RKO,0
Trametinib,SCH772984,PD_08,PD_11,SKCO1,0
Trametinib,SCH772984,PD_08,PD_11,SNU175,0
Trametinib,SCH772984,PD_08,PD_11,SNUC1,0
Trametinib,SCH772984,PD_08,PD_11,SNUC2B,0
Trametinib,SCH772984,PD_08,PD_11,SNUC5,0
Trametinib,SCH772984,PD_08,PD_11,SW1116,1
Trametinib,SCH772984,PD_08,PD_11,SW1417,0
Trametinib,SCH772984,PD_08,PD_11,SW1463,1
Trametinib,SCH772984,PD_08,PD_11,SW48,0
Trametinib,SCH772984,PD_08,PD_11,SW620,0
Trametinib,SCH772984,PD_08,PD_11,SW626,0
Trametinib,SCH772984,PD_08,PD_11,SW837,0
Trametinib,SCH772984,PD_08,PD_11,SW948,1
Trametinib,SCH772984,PD_08,PD_11,T84,0
MK-2206,OSI-027,PD_05,PD_12,C2BBE1,1
MK-2206,OSI-027,PD_05,PD_12,CCK81,1
MK-2206,OSI-027,PD_05,PD_12,CL11,1
MK-2206,OSI-027,PD_05,PD_12,CL40,1
MK-2206,OSI-027,PD_05,PD_12,COLO205,1
MK-2206,OSI-027,PD_05,PD_12,COLO320HSR,1
MK-2206,OSI-027,PD_05,PD_12,COLO678,1
MK-2206,OSI-027,PD_05,PD_12,CW2,1
MK-2206,OSI-027,PD_05,PD_12,CAR1,1
MK-2206,OSI-027,PD_05,PD_12,DIFI,1
MK-2206,OSI-027,PD_05,PD_12,GP5D,1
MK-2206,OSI-027,PD_05,PD_12,HCC2998,1
MK-2206,OSI-027,PD_05,PD_12,HCT116,1
MK-2206,OSI-027,PD_05,PD_12,HCT15,1
MK-2206,OSI-027,PD_05,PD_12,HT29,1
MK-2206,OSI-027,PD_05,PD_12,HT55,1
MK-2206,OSI-027,PD_05,PD_12,KM12,0
MK-2206,OSI-027,PD_05,PD_12,LS123,1
MK-2206,OSI-027,PD_05,PD_12,LS180,1
MK-2206,OSI-027,PD_05,PD_12,LS411N,1
MK-2206,OSI-027,PD_05,PD_12,LS513,1
MK-2206,OSI-027,PD_05,PD_12,LOVO,1
MK-2206,OSI-027,PD_05,PD_12,MDST8,1
MK-2206,OSI-027,PD_05,PD_12,NCIH716,1
MK-2206,OSI-027,PD_05,PD_12,NCIH747,1
MK-2206,OSI-027,PD_05,PD_12,RCM1,0
MK-2206,OSI-027,PD_05,PD_12,RKO,1
MK-2206,OSI-027,PD_05,PD_12,SKCO1,0
MK-2206,OSI-027,PD_05,PD_12,SNU175,1
MK-2206,OSI-027,PD_05,PD_12,SNU407,1
MK-2206,OSI-027,PD_05,PD_12,SNU61,0
MK-2206,OSI-027,PD_05,PD_12,SNUC1,1
MK-2206,OSI-027,PD_05,PD_12,SNUC2B,1
MK-2206,OSI-027,PD_05,PD_12,SNUC5,1
MK-2206,OSI-027,PD_05,PD_12,SW1116,1
MK-2206,OSI-027,PD_05,PD_12,SW1417,1
MK-2206,OSI-027,PD_05,PD_12,SW1463,1
MK-2206,OSI-027,PD_05,PD_12,SW48,1
MK-2206,OSI-027,PD_05,PD_12,SW620,1
MK-2206,OSI-027,PD_05,PD_12,SW626,1
MK-2206,OSI-027,PD_05,PD_12,SW837,1
MK-2206,OSI-027,PD_05,PD_12,SW948,1
MK-2206,OSI-027,PD_05,PD_12,T84,1
Taselisib,OSI-027,PD_07,PD_12,C2BBE1,0
Taselisib,OSI-027,PD_07,PD_12,CCK81,1
Taselisib,OSI-027,PD_07,PD_12,CL11,1
Taselisib,OSI-027,PD_07,PD_12,CL40,1
Taselisib,OSI-027,PD_07,PD_12,COLO205,1
Taselisib,OSI-027,PD_07,PD_12,COLO320HSR,1
Taselisib,OSI-027,PD_07,PD_12,COLO678,0
Taselisib,OSI-027,PD_07,PD_12,CW2,0
Taselisib,OSI-027,PD_07,PD_12,CAR1,1
Taselisib,OSI-027,PD_07,PD_12,DIFI,1
Taselisib,OSI-027,PD_07,PD_12,GP5D,0
Taselisib,OSI-027,PD_07,PD_12,HCC2998,1
Taselisib,OSI-027,PD_07,PD_12,HCT116,1
Taselisib,OSI-027,PD_07,PD_12,HCT15,1
Taselisib,OSI-027,PD_07,PD_12,HT29,0
Taselisib,OSI-027,PD_07,PD_12,HT55,1
Taselisib,OSI-027,PD_07,PD_12,KM12,0
Taselisib,OSI-027,PD_07,PD_12,LS123,1
Taselisib,OSI-027,PD_07,PD_12,LS180,1
Taselisib,OSI-027,PD_07,PD_12,LS411N,1
Taselisib,OSI-027,PD_07,PD_12,LS513,1
Taselisib,OSI-027,PD_07,PD_12,LOVO,1
Taselisib,OSI-027,PD_07,PD_12,MDST8,1
Taselisib,OSI-027,PD_07,PD_12,NCIH716,1
Taselisib,OSI-027,PD_07,PD_12,NCIH747,1
Taselisib,OSI-027,PD_07,PD_12,RCM1,0
Taselisib,OSI-027,PD_07,PD_12,RKO,1
Taselisib,OSI-027,PD_07,PD_12,SKCO1,0
Taselisib,OSI-027,PD_07,PD_12,SNU175,1
Taselisib,OSI-027,PD_07,PD_12,SNU407,1
Taselisib,OSI-027,PD_07,PD_12,SNU61,1
Taselisib,OSI-027,PD_07,PD_12,SNUC1,1
Taselisib,OSI-027,PD_07,PD_12,SNUC2B,1
Taselisib,OSI-027,PD_07,PD_12,SNUC5,1
Taselisib,OSI-027,PD_07,PD_12,SW1116,1
Taselisib,OSI-027,PD_07,PD_12,SW1417,1
Taselisib,OSI-027,PD_07,PD_12,SW1463,1
Taselisib,OSI-027,PD_07,PD_12,SW48,1
Taselisib,OSI-027,PD_07,PD_12,SW620,1
Taselisib,OSI-027,PD_07,PD_12,SW626,1
Taselisib,OSI-027,PD_07,PD_12,SW837,1
Taselisib,OSI-027,PD_07,PD_12,SW948,1
Taselisib,OSI-027,PD_07,PD_12,T84,1
