,drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
213,Lapatinib,PD173074,PD_07,PD_09,DSH1,0,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
214,Lapatinib,PD173074,PD_07,PD_09,HT1376,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
215,Lapatinib,PD173074,PD_07,PD_09,J82,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
216,Lapatinib,PD173074,PD_07,PD_09,KU1919,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
217,Lapatinib,PD173074,PD_07,PD_09,LB831BLC,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
218,Lapatinib,PD173074,PD_07,PD_09,RT112,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
219,Lapatinib,PD173074,PD_07,PD_09,RT4,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
220,Lapatinib,PD173074,PD_07,PD_09,SW1710,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
221,Lapatinib,PD173074,PD_07,PD_09,SW780,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
222,Lapatinib,PD173074,PD_07,PD_09,TCCSUP,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
223,Lapatinib,PD173074,PD_07,PD_09,UMUC3,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
224,Lapatinib,PD173074,PD_07,PD_09,VMCUB1,0,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
225,Trametinib,MK-2206,PD_15,PD_10,5637,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
226,Trametinib,MK-2206,PD_15,PD_10,639V,0,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
227,Trametinib,MK-2206,PD_15,PD_10,647V,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
228,Trametinib,MK-2206,PD_15,PD_10,BFTC905,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
229,Trametinib,MK-2206,PD_15,PD_10,CAL29,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
230,Trametinib,MK-2206,PD_15,PD_10,DSH1,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
231,Trametinib,MK-2206,PD_15,PD_10,HT1197,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
232,Trametinib,MK-2206,PD_15,PD_10,HT1376,0,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
233,Trametinib,MK-2206,PD_15,PD_10,J82,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
234,Trametinib,MK-2206,PD_15,PD_10,KU1919,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
235,Trametinib,MK-2206,PD_15,PD_10,LB831BLC,0,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
236,Trametinib,MK-2206,PD_15,PD_10,RT112,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
237,Trametinib,MK-2206,PD_15,PD_10,RT4,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
238,Trametinib,MK-2206,PD_15,PD_10,SW1710,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
239,Trametinib,MK-2206,PD_15,PD_10,SW780,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
240,Trametinib,MK-2206,PD_15,PD_10,TCCSUP,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
241,Trametinib,MK-2206,PD_15,PD_10,UMUC3,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
242,Trametinib,MK-2206,PD_15,PD_10,VMCUB1,1,PD_15-PD_10,Trametinib + MK-2206,MEKi,AKTi,MEKi + AKTi,['MEK_f'],['AKT1'],['MEK_f'] + ['AKT1']
243,Lapatinib,MK-2206,PD_07,PD_10,5637,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
244,Lapatinib,MK-2206,PD_07,PD_10,639V,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
245,Lapatinib,MK-2206,PD_07,PD_10,647V,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
246,Lapatinib,MK-2206,PD_07,PD_10,BFTC905,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
247,Lapatinib,MK-2206,PD_07,PD_10,CAL29,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
248,Lapatinib,MK-2206,PD_07,PD_10,DSH1,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
249,Lapatinib,MK-2206,PD_07,PD_10,HT1197,0,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
250,Lapatinib,MK-2206,PD_07,PD_10,HT1376,0,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
251,Lapatinib,MK-2206,PD_07,PD_10,J82,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
252,Lapatinib,MK-2206,PD_07,PD_10,KU1919,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
253,Lapatinib,MK-2206,PD_07,PD_10,LB831BLC,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
254,Lapatinib,MK-2206,PD_07,PD_10,RT112,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
255,Lapatinib,MK-2206,PD_07,PD_10,RT4,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
256,Lapatinib,MK-2206,PD_07,PD_10,SW1710,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
257,Lapatinib,MK-2206,PD_07,PD_10,SW780,0,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
258,Lapatinib,MK-2206,PD_07,PD_10,TCCSUP,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
259,Lapatinib,MK-2206,PD_07,PD_10,UMUC3,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
260,Lapatinib,MK-2206,PD_07,PD_10,VMCUB1,1,PD_07-PD_10,Lapatinib + MK-2206,ErrBi,AKTi,ErrBi + AKTi,"['EGFR', 'ERBB2']",['AKT1'],"['EGFR', 'ERBB2'] + ['AKT1']"
261,Taselisib,MK-2206,PD_12,PD_10,5637,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
262,Taselisib,MK-2206,PD_12,PD_10,639V,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
263,Taselisib,MK-2206,PD_12,PD_10,647V,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
264,Taselisib,MK-2206,PD_12,PD_10,BFTC905,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
265,Taselisib,MK-2206,PD_12,PD_10,CAL29,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
266,Taselisib,MK-2206,PD_12,PD_10,DSH1,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
267,Taselisib,MK-2206,PD_12,PD_10,HT1197,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
268,Taselisib,MK-2206,PD_12,PD_10,HT1376,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
269,Taselisib,MK-2206,PD_12,PD_10,J82,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
270,Taselisib,MK-2206,PD_12,PD_10,KU1919,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
271,Taselisib,MK-2206,PD_12,PD_10,LB831BLC,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
272,Taselisib,MK-2206,PD_12,PD_10,RT112,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
273,Taselisib,MK-2206,PD_12,PD_10,RT4,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
274,Taselisib,MK-2206,PD_12,PD_10,SW1710,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
275,Taselisib,MK-2206,PD_12,PD_10,SW780,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
276,Taselisib,MK-2206,PD_12,PD_10,TCCSUP,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
277,Taselisib,MK-2206,PD_12,PD_10,UMUC3,1,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
278,Taselisib,MK-2206,PD_12,PD_10,VMCUB1,0,PD_12-PD_10,Taselisib + MK-2206,PI3Ki,AKTi,PI3Ki + AKTi,['PIK3CA'],['AKT1'],['PIK3CA'] + ['AKT1']
279,Trametinib,Palbociclib,PD_15,PD_11,5637,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
280,Trametinib,Palbociclib,PD_15,PD_11,639V,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
281,Trametinib,Palbociclib,PD_15,PD_11,647V,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
282,Trametinib,Palbociclib,PD_15,PD_11,BFTC905,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
283,Trametinib,Palbociclib,PD_15,PD_11,CAL29,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
284,Trametinib,Palbociclib,PD_15,PD_11,DSH1,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
285,Trametinib,Palbociclib,PD_15,PD_11,HT1197,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
286,Trametinib,Palbociclib,PD_15,PD_11,HT1376,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
287,Trametinib,Palbociclib,PD_15,PD_11,J82,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
288,Trametinib,Palbociclib,PD_15,PD_11,KU1919,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
289,Trametinib,Palbociclib,PD_15,PD_11,LB831BLC,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
290,Trametinib,Palbociclib,PD_15,PD_11,RT112,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
291,Trametinib,Palbociclib,PD_15,PD_11,RT4,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
292,Trametinib,Palbociclib,PD_15,PD_11,SW1710,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
293,Trametinib,Palbociclib,PD_15,PD_11,SW780,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
294,Trametinib,Palbociclib,PD_15,PD_11,TCCSUP,0,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
295,Trametinib,Palbociclib,PD_15,PD_11,UMUC3,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
296,Trametinib,Palbociclib,PD_15,PD_11,VMCUB1,1,PD_15-PD_11,Trametinib + Palbociclib,MEKi,CDKi,MEKi + CDKi,['MEK_f'],['CyclinD_CDK4_6'],['MEK_f'] + ['CyclinD_CDK4_6']
297,Lapatinib,Palbociclib,PD_07,PD_11,5637,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
298,Lapatinib,Palbociclib,PD_07,PD_11,639V,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
299,Lapatinib,Palbociclib,PD_07,PD_11,647V,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
300,Lapatinib,Palbociclib,PD_07,PD_11,BFTC905,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
301,Lapatinib,Palbociclib,PD_07,PD_11,CAL29,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
302,Lapatinib,Palbociclib,PD_07,PD_11,DSH1,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
303,Lapatinib,Palbociclib,PD_07,PD_11,HT1197,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
304,Lapatinib,Palbociclib,PD_07,PD_11,HT1376,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
305,Lapatinib,Palbociclib,PD_07,PD_11,J82,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
306,Lapatinib,Palbociclib,PD_07,PD_11,KU1919,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
307,Lapatinib,Palbociclib,PD_07,PD_11,LB831BLC,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
308,Lapatinib,Palbociclib,PD_07,PD_11,RT112,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
309,Lapatinib,Palbociclib,PD_07,PD_11,RT4,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
310,Lapatinib,Palbociclib,PD_07,PD_11,SW1710,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
311,Lapatinib,Palbociclib,PD_07,PD_11,SW780,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
312,Lapatinib,Palbociclib,PD_07,PD_11,TCCSUP,0,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
313,Lapatinib,Palbociclib,PD_07,PD_11,UMUC3,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
314,Lapatinib,Palbociclib,PD_07,PD_11,VMCUB1,1,PD_07-PD_11,Lapatinib + Palbociclib,ErrBi,CDKi,ErrBi + CDKi,"['EGFR', 'ERBB2']",['CyclinD_CDK4_6'],"['EGFR', 'ERBB2'] + ['CyclinD_CDK4_6']"
315,Taselisib,Palbociclib,PD_12,PD_11,5637,0,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
316,Taselisib,Palbociclib,PD_12,PD_11,639V,0,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
317,Taselisib,Palbociclib,PD_12,PD_11,647V,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
318,Taselisib,Palbociclib,PD_12,PD_11,BFTC905,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
319,Taselisib,Palbociclib,PD_12,PD_11,CAL29,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
320,Taselisib,Palbociclib,PD_12,PD_11,DSH1,0,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
321,Taselisib,Palbociclib,PD_12,PD_11,HT1197,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
322,Taselisib,Palbociclib,PD_12,PD_11,HT1376,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
323,Taselisib,Palbociclib,PD_12,PD_11,J82,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
324,Taselisib,Palbociclib,PD_12,PD_11,KU1919,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
325,Taselisib,Palbociclib,PD_12,PD_11,LB831BLC,1,PD_12-PD_11,Taselisib + Palbociclib,PI3Ki,CDKi,PI3Ki + CDKi,['PIK3CA'],['CyclinD_CDK4_6'],['PIK3CA'] + ['CyclinD_CDK4_6']
